Policy_ID,Customer_ID,Policy_Type,Premium,Coverage,Start_Date,End_Date,Policy_Status
P000769,C03315,Vehicle,19043.34,895225,2024-03-29,2025-03-29,Active
P000770,C04899,Life,192963.83,9258194,2026-07-01,2027-07-01,Active
P000771,C09341,Life,28460.1,1942342,2025-10-12,2026-10-12,Active
P000772,C04673,Vehicle,5002.31,300716,2026-04-03,2027-04-03,Active
P000773,C08619,Health,29562.41,1214623,2023-12-20,2024-12-20,Expired
P000774,C01218,Health,13190.01,1178614,2026-02-18,2027-02-18,Active
P000775,C04398,Vehicle,11431.91,448533,2024-11-26,2025-11-26,Expired
P000776,C06081,Health,11393.53,652109,2026-07-15,2027-07-15,Expired
P000777,C02615,Life,45091.28,2695038,2024-07-14,2025-07-14,Active
P000778,C02621,Vehicle,19586.63,758089,2023-01-31,2024-01-31,Expired
P000779,C08715,Life,94706.76,3922635,2026-02-17,2027-02-17,Active
P000780,C07283,Vehicle,24286.05,943520,2025-09-14,2026-09-14,Active
P000781,C03380,Health,15244.16,867739,2025-11-17,2026-11-17,Active
P000782,C07302,Vehicle,11952.59,486340,2024-06-28,2025-06-28,Expired
P000783,C09858,Vehicle,19197.58,710623,2023-09-16,2024-09-16,Active
P000784,C05606,Life,89399.84,4054824,2025-11-06,2026-11-06,Expired
P000785,C09814,Vehicle,12117.29,531625,2026-01-13,2027-01-13,Active
P000786,C05787,Life,163291.51,6556084,2026-03-19,2027-03-19,Active
P000787,C08519,Health,19362.55,852085,2024-06-25,2025-06-25,Expired
P000788,C06851,Vehicle,23851.76,970147,2026-07-26,2027-07-26,Active
P000789,C01517,Health,14087.46,939739,2026-07-10,2027-07-10,Active
P000790,C05099,Life,68648.73,2812519,2025-09-07,2026-09-07,Active
P000791,C07637,Life,236249.56,8040612,2023-12-29,2024-12-29,Expired
P000792,C09086,Vehicle,11868.0,697108,2026-01-13,2027-01-13,Active
P000793,C08024,Health,39415.41,1712270,2026-05-15,2027-05-15,Active
P000794,C02393,Health,17008.51,654579,2026-01-13,2027-01-13,Active
P000795,C00587,Life,156227.73,5380995,2020-12-27,2021-12-27,Active
P000796,C03520,Life,96480.66,7299138,2024-03-13,2025-03-13,Active
P000797,C07654,Health,11651.77,695254,2025-03-08,2026-03-08,Expired
P000798,C08947,Health,21000.28,1977453,2024-03-03,2025-03-03,Expired
P000799,C00851,Health,18538.0,1410584,2024-05-27,2025-05-27,Active
P000800,C00336,Health,16338.4,898425,2022-06-17,2023-06-17,Active
P000801,C06635,Vehicle,13259.93,866362,2025-04-30,2026-04-30,Active
P000802,C08973,Vehicle,6286.85,352046,2025-01-15,2026-01-15,Active
P000803,C07494,Life,32960.09,1914439,2019-07-18,2020-07-18,Active
P000804,C02869,Vehicle,22370.81,994178,2026-06-21,2027-06-21,Active
P000805,C04873,Vehicle,6936.47,517005,2022-04-16,2023-04-16,Active
P000806,C03551,Life,47497.52,2937918,2025-08-23,2026-08-23,Active
P000807,C03843,Vehicle,15195.28,993150,2022-01-10,2023-01-10,Active
P000808,C07263,Vehicle,19093.28,689043,2026-07-13,2027-07-13,Active
P000809,C05825,Life,101818.49,5417373,2026-06-18,2027-06-18,Active
P000810,C00024,Vehicle,10015.77,891655,2026-06-22,2027-06-22,Active
P000811,C01454,Life,56956.93,2437930,2026-04-08,2027-04-08,Expired
P000812,C01685,Life,101504.64,4817030,2026-03-19,2027-03-19,Expired
P000813,C02311,Vehicle,21661.01,738967,2024-04-13,2025-04-13,Active
P000814,C09064,Health,47005.74,1701068,2026-06-23,2027-06-23,Active
P000815,C09407,Health,21367.83,1998007,2020-07-15,2021-07-15,Active
P000816,C00382,Health,40000.65,1698491,2024-09-16,2025-09-16,Active
P000817,C05815,Health,19401.85,1441704,2021-11-18,2022-11-18,Expired
P000818,C05551,Vehicle,6288.0,502087,2026-05-09,2027-05-09,Active
P000819,C09309,Health,19837.43,1413085,2026-05-04,2027-05-04,Expired
P000820,C01619,Life,87329.8,5326615,2026-06-29,2027-06-29,Active
P000821,C00790,Vehicle,6949.45,391254,2025-10-08,2026-10-08,Active
P000822,C05984,Health,22009.66,1079235,2026-06-09,2027-06-09,Expired
P000823,C08673,Life,250367.94,9767135,2023-11-10,2024-11-10,Active
P000824,C04476,Life,76408.75,2681144,2023-10-06,2024-10-06,Active
P000825,C05607,Health,30083.91,1099980,2025-10-22,2026-10-22,Expired
P000826,C09313,Vehicle,10189.74,576967,2026-07-25,2027-07-25,Active
P000827,C05649,Life,21894.47,1628569,2021-07-18,2022-07-18,Active
P000828,C06217,Life,83400.75,7739741,2025-07-20,2026-07-20,Expired
P000829,C02287,Life,54774.41,4985919,2021-11-16,2022-11-16,Active
P000830,C09994,Health,13329.03,1281064,2026-02-20,2027-02-20,Expired
P000831,C07579,Life,153176.79,5703436,2019-06-22,2020-06-22,Expired
P000832,C01184,Life,61211.73,4824490,2026-01-22,2027-01-22,Expired
P000833,C06002,Vehicle,9794.01,636454,2026-03-08,2027-03-08,Active
P000834,C05091,Life,78219.68,4153037,2024-05-12,2025-05-12,Expired
P000835,C02517,Life,229930.45,9127895,2025-11-29,2026-11-29,Expired
P000836,C04123,Health,40826.54,1580598,2025-03-17,2026-03-17,Active
P000837,C05522,Health,17111.17,1345959,2022-01-07,2023-01-07,Expired
P000838,C05628,Vehicle,4451.44,330354,2020-01-23,2021-01-23,Expired
P000839,C08361,Vehicle,5402.72,360426,2024-06-06,2025-06-06,Active
P000840,C05873,Health,27652.92,1977724,2024-10-28,2025-10-28,Active
P000841,C08613,Life,173935.38,7659586,2026-01-31,2027-01-31,Active
P000842,C07728,Vehicle,13656.31,690559,2025-05-17,2026-05-17,Active
P000843,C05969,Health,32503.61,1495271,2023-08-01,2024-08-01,Active
P000844,C01181,Health,26039.57,1042449,2024-11-28,2025-11-28,Active
P000845,C08763,Life,82288.2,7485495,2026-06-13,2027-06-13,Expired
P000846,C08236,Vehicle,14242.31,524729,2025-10-06,2026-10-06,Active
P000847,C02819,Vehicle,13408.02,582154,2024-02-04,2025-02-04,Active
P000848,C09965,Health,19650.34,1930676,2026-04-15,2027-04-15,Expired
P000849,C08704,Life,16530.86,1141997,2023-02-17,2024-02-17,Active
P000850,C06609,Health,58526.21,1994725,2024-08-24,2025-08-24,Active
P000851,C02821,Life,197769.74,7316209,2026-05-04,2027-05-04,Active
P000852,C07536,Life,142891.67,6069153,2025-05-27,2026-05-27,Expired
P000853,C02261,Life,27564.32,2716512,2020-12-07,2021-12-07,Expired
P000854,C02240,Vehicle,14699.23,692408,2019-08-12,2020-08-12,Active
P000855,C06022,Health,23537.51,1935318,2024-04-03,2025-04-03,Active
P000856,C00783,Health,30421.55,1843424,2026-05-27,2027-05-27,Active
P000857,C00933,Life,82780.57,6012883,2024-10-04,2025-10-04,Active
P000858,C06203,Health,16162.92,619065,2025-07-05,2026-07-05,Expired
P000859,C02413,Life,150233.65,6361758,2026-07-16,2027-07-16,Active
P000860,C06998,Life,90514.83,5959422,2025-06-27,2026-06-27,Active
P000861,C09116,Health,12434.61,574069,2023-09-06,2024-09-06,Expired
P000862,C01157,Health,29919.8,1219673,2025-04-08,2026-04-08,Active
P000863,C08108,Vehicle,22471.91,798844,2026-03-31,2027-03-31,Active
P000864,C05806,Life,103280.18,3851902,2026-07-23,2027-07-23,Expired
P000865,C04880,Life,51208.83,2637507,2025-07-05,2026-07-05,Active
P000866,C03310,Health,42241.43,1672374,2026-07-09,2027-07-09,Active
P000867,C08962,Health,27795.83,1203872,2024-09-20,2025-09-20,Active
P000868,C01703,Life,113255.59,6152035,2026-02-11,2027-02-11,Expired
P000869,C02493,Vehicle,14515.49,914015,2021-11-02,2022-11-02,Expired
P000870,C03707,Life,42676.57,2194801,2025-04-21,2026-04-21,Active
P000871,C08277,Life,152485.02,7403346,2023-05-01,2024-05-01,Active
P000872,C00287,Health,10404.41,816205,2025-12-24,2026-12-24,Active
P000873,C01609,Vehicle,24989.37,897062,2024-06-04,2025-06-04,Expired
P000874,C06632,Life,102977.38,4025884,2024-12-23,2025-12-23,Active
P000875,C08279,Life,64530.06,3966618,2025-11-10,2026-11-10,Active
P000876,C07316,Health,23687.88,939106,2023-09-05,2024-09-05,Active
P000877,C02253,Vehicle,20906.73,813358,2023-07-29,2024-07-29,Active
P000878,C07416,Vehicle,17110.65,754779,2024-07-19,2025-07-19,Active
P000879,C08366,Health,13160.48,1303872,2025-11-19,2026-11-19,Active
P000880,C01892,Vehicle,8762.96,314760,2025-11-30,2026-11-30,Active
P000881,C05063,Health,12651.74,537572,2023-05-18,2024-05-18,Active
P000882,C06121,Life,110074.72,6777230,2026-02-22,2027-02-22,Active
P000883,C00564,Life,81853.5,6135759,2026-01-25,2027-01-25,Expired
P000884,C00292,Life,112403.17,5879280,2025-08-09,2026-08-09,Active
P000885,C04717,Health,39125.91,1409461,2026-05-16,2027-05-16,Expired
P000886,C07709,Life,158511.73,9223833,2024-02-20,2025-02-20,Active
P000887,C06350,Health,13974.56,1345973,2023-06-08,2024-06-08,Active
P000888,C00170,Health,23272.17,942898,2024-01-28,2025-01-28,Active
P000889,C00268,Life,173198.02,7150383,2020-11-26,2021-11-26,Active
P000890,C04639,Health,27856.12,1842850,2026-07-07,2027-07-07,Active
P000891,C07078,Life,41938.77,1804641,2022-05-19,2023-05-19,Active
P000892,C03356,Life,53954.63,2942630,2026-01-16,2027-01-16,Active
P000893,C08280,Vehicle,19168.36,797440,2024-02-28,2025-02-28,Active
P000894,C00316,Life,18523.48,1156104,2025-10-15,2026-10-15,Active
P000895,C06729,Health,23942.16,1066183,2026-02-25,2027-02-25,Active
P000896,C09496,Vehicle,8295.2,410010,2023-03-07,2024-03-07,Active
P000897,C04068,Life,55530.34,2782809,2023-12-23,2024-12-23,Active
P000898,C00246,Vehicle,25000.55,848558,2026-01-16,2027-01-16,Active
P000899,C00253,Life,39814.85,3690622,2023-09-22,2024-09-22,Active
P000900,C01112,Life,150575.18,9064202,2026-07-19,2027-07-19,Active
P000901,C04802,Health,19536.85,731590,2025-10-07,2026-10-07,Active
P000902,C01714,Life,64266.41,2511336,2026-01-14,2027-01-14,Active
P000903,C00051,Vehicle,13007.04,568322,2026-05-09,2027-05-09,Active
P000904,C01836,Vehicle,11126.89,576955,2026-07-11,2027-07-11,Active
P000905,C07897,Health,15759.67,582721,2024-12-13,2025-12-13,Active
P000906,C03384,Life,201808.06,8147013,2024-03-13,2025-03-13,Active
P000907,C06411,Health,6077.7,596236,2019-12-10,2020-12-10,Active
P000908,C04314,Life,111718.89,6514013,2022-08-24,2023-08-24,Active
P000909,C00873,Life,44668.9,2559464,2022-01-07,2023-01-07,Active
P000910,C01255,Life,225636.88,7715084,2025-07-04,2026-07-04,Active
P000911,C08882,Life,234595.88,9023619,2026-07-25,2027-07-25,Active
P000912,C05852,Life,36644.86,2896774,2021-08-21,2022-08-21,Active
P000913,C05703,Health,10073.27,834276,2021-07-03,2022-07-03,Expired
P000914,C08104,Health,39904.16,1693160,2019-05-11,2020-05-11,Active
P000915,C02099,Health,27829.21,1252036,2025-03-20,2026-03-20,Expired
P000916,C05129,Health,15218.15,774004,2026-06-07,2027-06-07,Active
P000917,C00249,Health,15551.36,1424189,2025-03-15,2026-03-15,Active
P000918,C06562,Life,248561.95,9804983,2022-11-20,2023-11-20,Active
P000919,C01340,Life,136064.93,6675742,2025-11-16,2026-11-16,Active
P000920,C07018,Life,191961.08,8261982,2024-08-16,2025-08-16,Active
P000921,C02111,Health,43790.99,1918294,2024-12-10,2025-12-10,Active
P000922,C01570,Vehicle,10455.63,942686,2025-04-27,2026-04-27,Active
P000923,C01727,Health,40128.13,1484170,2025-07-30,2026-07-30,Expired
P000924,C08385,Life,151792.37,9248484,2022-05-16,2023-05-16,Active
P000925,C06941,Life,137384.52,9504862,2026-05-01,2027-05-01,Active
P000926,C04396,Life,57219.08,4942645,2026-03-22,2027-03-22,Active
P000927,C02421,Life,67198.05,2476728,2023-05-19,2024-05-19,Active
P000928,C03046,Health,38429.74,1543067,2024-01-28,2025-01-28,Active
P000929,C05504,Life,33852.72,1601160,2026-01-03,2027-01-03,Active
P000930,C03704,Life,169880.03,6110305,2023-09-07,2024-09-07,Active
P000931,C08192,Life,251024.51,8653898,2026-01-18,2027-01-18,Active
P000932,C05332,Life,127439.81,4739945,2025-08-08,2026-08-08,Active
P000933,C09809,Health,34219.04,1758188,2025-06-16,2026-06-16,Active
P000934,C00448,Health,8831.6,739124,2023-08-26,2024-08-26,Active
P000935,C07895,Life,185073.1,6958243,2020-12-01,2021-12-01,Expired
P000936,C08729,Life,170538.93,9757456,2021-07-02,2022-07-02,Active
P000937,C07829,Vehicle,10456.51,816342,2025-06-11,2026-06-11,Active
P000938,C01769,Health,10926.85,724314,2024-06-10,2025-06-10,Active
P000939,C06809,Health,18948.28,1323963,2021-11-26,2022-11-26,Expired
P000940,C04705,Life,81070.89,6669584,2025-06-12,2026-06-12,Active
P000941,C03870,Health,41583.5,1909583,2025-10-25,2026-10-25,Active
P000942,C01656,Vehicle,21578.07,990441,2025-08-03,2026-08-03,Active
P000943,C03188,Vehicle,6275.91,304548,2025-09-28,2026-09-28,Active
P000944,C00684,Vehicle,17959.01,913543,2024-05-16,2025-05-16,Active
P000945,C04171,Vehicle,11579.94,485810,2025-05-25,2026-05-25,Active
P000946,C04478,Health,12728.38,717168,2022-07-11,2023-07-11,Active
P000947,C00462,Vehicle,22892.32,828597,2021-01-31,2022-01-31,Active
P000948,C05765,Life,79908.66,5164755,2020-04-17,2021-04-17,Expired
P000949,C07523,Health,37830.91,1449686,2026-07-03,2027-07-03,Active
P000950,C04503,Vehicle,13376.67,837179,2023-05-15,2024-05-15,Active
P000951,C09710,Vehicle,19944.16,880472,2024-06-04,2025-06-04,Active
P000952,C00319,Health,26328.27,1109389,2023-11-19,2024-11-19,Expired
P000953,C01146,Vehicle,28962.61,981664,2023-01-21,2024-01-21,Active
P000954,C05095,Life,155134.83,6408662,2025-03-12,2026-03-12,Active
P000955,C01394,Life,187975.64,8004117,2025-03-14,2026-03-14,Expired
P000956,C06624,Vehicle,19438.9,742904,2024-04-01,2025-04-01,Active
P000957,C01502,Health,8901.82,804772,2026-06-16,2027-06-16,Active
P000958,C06409,Health,24849.32,837505,2025-01-16,2026-01-16,Active
P000959,C00377,Life,48593.84,2040738,2026-02-23,2027-02-23,Active
P000960,C00411,Health,9750.36,567751,2020-12-09,2021-12-09,Active
P000961,C01661,Life,118358.52,4763253,2026-01-12,2027-01-12,Active
P000962,C03152,Life,138995.54,5825775,2023-12-30,2024-12-30,Active
P000963,C01624,Life,232746.63,7988821,2024-02-21,2025-02-21,Expired
P000964,C05610,Vehicle,9735.22,878944,2023-02-17,2024-02-17,Active
P000965,C08533,Vehicle,20337.74,764586,2024-08-14,2025-08-14,Expired
P000966,C05803,Health,32248.44,1858183,2026-07-14,2027-07-14,Active
P000967,C05307,Health,23277.55,912025,2024-10-26,2025-10-26,Expired
P000968,C07087,Health,25874.07,872089,2023-02-24,2024-02-24,Active
P000969,C08898,Vehicle,10390.37,838807,2026-03-20,2027-03-20,Active
P000970,C07489,Health,13283.69,1054150,2022-05-19,2023-05-19,Active
P000971,C09616,Health,23061.3,1193240,2026-06-12,2027-06-12,Expired
P000972,C09218,Health,25811.88,1176604,2021-12-28,2022-12-28,Active
P000973,C01673,Life,119906.96,6052539,2026-07-04,2027-07-04,Active
P000974,C02359,Vehicle,12987.63,633299,2025-09-24,2026-09-24,Expired
P000975,C08468,Life,124948.7,9474848,2026-07-18,2027-07-18,Active
P000976,C00275,Life,98977.34,6862008,2025-07-10,2026-07-10,Active
P000977,C02474,Health,19944.86,1256647,2025-10-26,2026-10-26,Expired
P000978,C05490,Health,44774.62,1495847,2026-05-25,2027-05-25,Expired
P000979,C04772,Health,6374.2,518462,2022-10-27,2023-10-27,Active
P000980,C02108,Life,148537.29,5090740,2024-02-01,2025-02-01,Active
P000981,C07501,Health,13071.31,737762,2023-02-09,2024-02-09,Active
P000982,C04415,Vehicle,22263.66,841975,2022-10-09,2023-10-09,Active
P000983,C08139,Vehicle,15141.53,767200,2024-12-13,2025-12-13,Active
P000984,C08661,Health,23760.5,1171744,2020-11-01,2021-11-01,Expired
P000985,C08240,Health,33645.6,1628214,2020-02-25,2021-02-25,Active
P000986,C02418,Health,46363.16,1820187,2023-07-25,2024-07-25,Expired
P000987,C08772,Vehicle,5771.29,408975,2024-11-30,2025-11-30,Expired
P000988,C02237,Vehicle,17344.7,756379,2023-08-23,2024-08-23,Expired
P000989,C03768,Health,8615.17,822446,2026-04-16,2027-04-16,Active
P000990,C09792,Life,24708.14,2228898,2026-06-23,2027-06-23,Active
P000991,C09990,Health,45087.92,1705783,2026-03-27,2027-03-27,Expired
P000992,C09966,Life,193688.32,8568632,2025-02-24,2026-02-24,Active
P000993,C07324,Life,61776.32,2984841,2022-07-24,2023-07-24,Active
P000994,C01384,Life,42358.62,1763646,2022-11-08,2023-11-08,Active
P000995,C03102,Health,11414.43,722582,2024-06-18,2025-06-18,Active
P000996,C03922,Life,144825.26,5723078,2026-02-22,2027-02-22,Active
P000997,C06686,Life,29551.94,1517059,2022-07-16,2023-07-16,Active
P000998,C03195,Vehicle,18413.75,709985,2025-05-06,2026-05-06,Expired
P000999,C01942,Life,54542.15,3417186,2024-02-21,2025-02-21,Expired
P001000,C07714,Vehicle,17103.13,979414,2025-11-16,2026-11-16,Expired
P001001,C04897,Life,42029.22,3371859,2023-12-13,2024-12-13,Active
P001002,C04783,Vehicle,18085.4,863244,2022-12-18,2023-12-18,Active
P001003,C01497,Life,96353.14,6768873,2023-12-01,2024-12-01,Expired
P001004,C01958,Health,10558.75,798750,2025-12-12,2026-12-12,Active
P001005,C09172,Health,11155.78,907531,2025-09-24,2026-09-24,Active
P001006,C09746,Vehicle,9649.72,357030,2025-11-02,2026-11-02,Expired
P001007,C07333,Vehicle,17940.96,783671,2026-05-31,2027-05-31,Active
P001008,C07950,Life,62282.92,5205840,2025-10-26,2026-10-26,Active
P001009,C03018,Health,20465.79,1193844,2021-08-30,2022-08-30,Active
P001010,C06747,Health,24584.01,1097975,2026-02-21,2027-02-21,Expired
P001011,C00514,Life,141822.52,8560584,2024-05-03,2025-05-03,Active
P001012,C03935,Health,17466.42,819595,2025-05-17,2026-05-17,Active
P001013,C03026,Life,109467.05,8185805,2026-04-24,2027-04-24,Active
P001014,C01200,Vehicle,18197.63,971967,2020-07-04,2021-07-04,Expired
P001015,C05029,Life,180853.11,6562703,2023-06-30,2024-06-30,Active
P001016,C09785,Life,120903.32,6124966,2024-04-24,2025-04-24,Active
P001017,C00922,Health,18031.31,671911,2026-01-08,2027-01-08,Expired
P001018,C04650,Life,65570.71,4295580,2024-09-12,2025-09-12,Expired
P001019,C05333,Health,18323.58,658125,2023-04-08,2024-04-08,Expired
P001020,C01077,Health,37120.92,1720312,2026-03-01,2027-03-01,Active
P001021,C06769,Health,12132.72,576873,2022-04-15,2023-04-15,Active
P001022,C09411,Health,34388.15,1490073,2025-04-26,2026-04-26,Active
P001023,C01672,Health,42829.52,1736482,2021-01-12,2022-01-12,Active
P001024,C00475,Vehicle,9864.67,835205,2024-09-20,2025-09-20,Active
P001025,C09187,Life,135007.23,5007754,2026-06-22,2027-06-22,Expired
P001026,C08840,Life,95104.95,3782393,2026-06-29,2027-06-29,Active
P001027,C05759,Life,85348.0,3452813,2021-05-04,2022-05-04,Active
P001028,C06298,Health,24192.42,958896,2026-01-01,2027-01-01,Active
P001029,C02479,Health,10755.99,990772,2021-07-17,2022-07-17,Active
P001030,C05494,Health,22337.3,1257599,2024-05-29,2025-05-29,Expired
P001031,C03915,Health,17283.99,583686,2025-11-29,2026-11-29,Active
P001032,C02139,Health,36124.47,1593398,2025-03-12,2026-03-12,Active
P001033,C05455,Vehicle,18939.06,906739,2024-12-27,2025-12-27,Active
P001034,C05380,Vehicle,14858.58,683041,2025-07-28,2026-07-28,Expired
P001035,C08986,Health,18010.55,1027614,2025-05-03,2026-05-03,Expired
P001036,C04024,Life,182322.59,6920646,2025-08-16,2026-08-16,Active
P001037,C03486,Health,17904.4,1767122,2026-07-02,2027-07-02,Expired
P001038,C02456,Life,56076.86,4858604,2026-06-12,2027-06-12,Active
P001039,C02465,Health,11726.85,891969,2025-12-23,2026-12-23,Active
P001040,C08697,Vehicle,14507.94,993223,2019-06-28,2020-06-28,Expired
P001041,C01370,Health,35487.53,1509813,2026-06-12,2027-06-12,Active
P001042,C06689,Life,82481.11,7893744,2025-09-09,2026-09-09,Active
P001043,C07457,Life,47011.45,3703298,2020-08-09,2021-08-09,Active
P001044,C09975,Health,8983.52,807998,2026-07-04,2027-07-04,Active
P001045,C01902,Life,171553.16,7802428,2025-06-13,2026-06-13,Active
P001046,C04872,Life,166595.68,5755579,2021-07-10,2022-07-10,Active
P001047,C04711,Health,40708.01,1488625,2026-04-11,2027-04-11,Active
P001048,C07887,Health,22624.11,1760050,2023-03-09,2024-03-09,Active
P001049,C01794,Health,41908.99,1806969,2024-12-31,2025-12-31,Active
P001050,C02875,Health,34666.5,1218633,2023-02-18,2024-02-18,Active
P001051,C06218,Health,22900.98,1293166,2025-12-05,2026-12-05,Active
P001052,C05214,Health,36898.22,1557718,2025-03-24,2026-03-24,Expired
P001053,C02246,Health,17020.74,872081,2025-12-19,2026-12-19,Active
P001054,C01742,Health,32397.28,1614489,2025-07-15,2026-07-15,Active
P001055,C01021,Life,89350.03,3186555,2026-05-07,2027-05-07,Active
P001056,C00706,Vehicle,18271.65,980768,2026-03-20,2027-03-20,Active
P001057,C04295,Vehicle,15895.41,855552,2024-07-01,2025-07-01,Expired
P001058,C05577,Life,125810.07,7396087,2020-12-24,2021-12-24,Expired
P001059,C07167,Health,42207.63,1961101,2025-07-06,2026-07-06,Active
P001060,C08178,Life,138214.25,4900918,2026-01-31,2027-01-31,Active
P001061,C00909,Life,119065.62,7855954,2024-02-09,2025-02-09,Active
P001062,C05194,Life,24132.98,1119354,2025-03-14,2026-03-14,Active
P001063,C03078,Health,26420.5,1872682,2024-04-12,2025-04-12,Expired
P001064,C09367,Life,36512.67,2788169,2026-07-19,2027-07-19,Active
P001065,C00595,Life,184607.89,9994347,2022-02-28,2023-02-28,Active
P001066,C05305,Life,192466.86,7668174,2022-10-29,2023-10-29,Active
P001067,C00441,Health,20521.87,1511808,2024-01-20,2025-01-20,Active
P001068,C07607,Life,132438.69,6144785,2023-08-06,2024-08-06,Active
P001069,C04093,Health,21396.79,789550,2025-01-06,2026-01-06,Active
P001070,C06135,Health,36865.71,1436577,2026-06-22,2027-06-22,Expired
P001071,C00011,Health,28206.88,1566073,2022-11-14,2023-11-14,Active
P001072,C03777,Health,46478.4,1961835,2026-01-31,2027-01-31,Active
P001073,C09000,Life,28402.96,1088762,2025-08-26,2026-08-26,Expired
P001074,C03709,Life,97683.36,8304421,2026-06-05,2027-06-05,Active
P001075,C03781,Vehicle,10094.88,938613,2025-08-03,2026-08-03,Active
P001076,C00094,Health,41335.09,1787579,2025-12-01,2026-12-01,Active
P001077,C09240,Health,17941.57,620508,2023-07-06,2024-07-06,Expired
P001078,C03950,Health,14510.21,1420591,2022-11-30,2023-11-30,Expired
P001079,C05786,Vehicle,13257.15,843323,2022-10-13,2023-10-13,Active
P001080,C04871,Life,231394.66,9653916,2021-09-25,2022-09-25,Active
P001081,C04803,Vehicle,10012.7,677214,2022-12-12,2023-12-12,Active
P001082,C04868,Life,144077.14,5629452,2025-05-27,2026-05-27,Active
P001083,C00293,Life,88760.39,4360650,2025-09-11,2026-09-11,Active
P001084,C07889,Vehicle,8282.23,394545,2026-04-10,2027-04-10,Active
P001085,C07406,Life,115935.76,6840069,2025-12-02,2026-12-02,Expired
P001086,C05596,Health,17337.43,907948,2020-02-20,2021-02-20,Active
P001087,C02887,Life,71420.45,3936596,2025-05-30,2026-05-30,Active
P001088,C06455,Health,18766.35,1117090,2025-12-15,2026-12-15,Active
P001089,C02543,Life,146511.37,5323377,2024-02-09,2025-02-09,Expired
P001090,C01766,Life,247130.77,8428425,2025-12-31,2026-12-31,Active
P001091,C06801,Health,35429.78,1212320,2022-04-27,2023-04-27,Active
P001092,C01878,Health,47144.09,1730664,2022-12-31,2023-12-31,Active
P001093,C01982,Life,168239.74,7420191,2025-12-24,2026-12-24,Expired
P001094,C09730,Life,126312.94,4857587,2025-12-24,2026-12-24,Active
P001095,C09609,Life,101809.53,9986747,2025-11-15,2026-11-15,Expired
P001096,C02686,Life,46033.14,2560439,2024-07-24,2025-07-24,Active
P001097,C08931,Health,47607.61,1662978,2024-03-15,2025-03-15,Active
P001098,C03459,Vehicle,13867.68,901581,2025-10-24,2026-10-24,Expired
P001099,C04542,Life,83725.76,4190481,2025-08-24,2026-08-24,Active
P001100,C02179,Health,14935.58,1056595,2026-04-06,2027-04-06,Active
P001101,C04451,Health,30770.61,1797291,2024-05-23,2025-05-23,Active
P001102,C03860,Health,15628.89,664600,2025-08-28,2026-08-28,Active
P001103,C07624,Life,46076.54,1709057,2025-11-28,2026-11-28,Active
P001104,C07655,Vehicle,24704.28,902427,2026-07-15,2027-07-15,Active
P001105,C04520,Vehicle,13045.46,835962,2023-01-19,2024-01-19,Active
P001106,C02518,Life,39151.4,1908455,2024-09-15,2025-09-15,Active
P001107,C04837,Health,11393.89,568288,2019-04-02,2020-04-02,Active
P001108,C02886,Life,75286.59,3932663,2024-12-13,2025-12-13,Active
P001109,C07282,Health,27636.49,1161968,2024-02-04,2025-02-04,Active
P001110,C06256,Life,44412.89,2690268,2026-07-18,2027-07-18,Active
P001111,C04540,Health,25180.43,1650420,2025-02-07,2026-02-07,Active
P001112,C05640,Vehicle,11426.08,659762,2022-11-24,2023-11-24,Active
P001113,C09460,Life,125372.62,7246319,2026-07-10,2027-07-10,Active
P001114,C03482,Vehicle,11349.98,899166,2026-05-30,2027-05-30,Active
P001115,C01278,Life,65326.71,2675536,2019-12-05,2020-12-05,Expired
P001116,C03147,Life,102880.4,7390162,2026-07-31,2027-07-31,Expired
P001117,C08263,Life,233333.51,8935405,2024-05-15,2025-05-15,Active
P001118,C03206,Health,37071.39,1822573,2020-11-09,2021-11-09,Active
P001119,C09893,Health,16960.25,1129217,2020-09-01,2021-09-01,Expired
P001120,C02743,Life,63349.3,2660521,2024-06-04,2025-06-04,Active
P001121,C06077,Vehicle,21415.17,799687,2026-01-01,2027-01-01,Active
P001122,C04048,Health,17990.23,1044775,2020-10-23,2021-10-23,Active
P001123,C05732,Health,17566.0,1040467,2026-06-30,2027-06-30,Active
P001124,C02946,Life,93427.04,4337963,2025-04-22,2026-04-22,Active
P001125,C05791,Vehicle,10234.51,598433,2023-06-22,2024-06-22,Active
P001126,C06795,Vehicle,21362.54,768640,2026-07-28,2027-07-28,Active
P001127,C06544,Health,53159.75,1824796,2025-09-25,2026-09-25,Expired
P001128,C00701,Life,122793.99,6660436,2023-08-21,2024-08-21,Active
P001129,C03575,Life,25445.66,2196955,2024-08-22,2025-08-22,Active
P001130,C07700,Health,29588.29,1869467,2025-11-27,2026-11-27,Active
P001131,C02516,Life,154055.63,5550787,2022-09-18,2023-09-18,Active
P001132,C03001,Vehicle,18691.88,915429,2022-01-23,2023-01-23,Active
P001133,C05821,Life,17345.76,1387572,2025-12-27,2026-12-27,Active
P001134,C08582,Vehicle,5456.52,383953,2026-05-28,2027-05-28,Active
P001135,C03685,Vehicle,16694.65,796171,2024-06-20,2025-06-20,Active
P001136,C02996,Life,28948.98,2396723,2024-09-30,2025-09-30,Active
P001137,C04253,Life,122061.74,7540534,2020-11-26,2021-11-26,Active
P001138,C03412,Life,39402.25,3120836,2024-06-07,2025-06-07,Expired
P001139,C07963,Vehicle,17064.52,995781,2025-12-24,2026-12-24,Expired
