Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,EMI,Remaining_Balance,Loan_Status,Start_Date,End_Date
L000549,C00060,Home,1911987,9.22,17474.1,1237858.16,Active,2023-08-14,2043-08-14
L000550,C04635,Home,2735429,9.97,26343.13,2412607.39,Active,2025-05-18,2045-05-18
L000551,C03781,Education,811972,10.93,8342.43,0.0,Closed,2026-02-20,2046-02-20
L000552,C01240,Education,1033549,9.41,10736.52,536527.46,Active,2023-05-03,2038-05-03
L000553,C05105,Personal,899948,13.27,10717.15,532932.74,Active,2020-07-05,2040-07-05
L000554,C05556,Home,3752861,9.19,47926.41,0.0,Closed,2025-07-28,2035-07-28
L000555,C06844,Auto,659482,11.17,6883.56,0.0,Closed,2025-06-23,2045-06-23
L000556,C06726,Personal,1260987,10.96,12981.45,0.0,Closed,2026-07-28,2046-07-28
L000557,C03495,Home,5992220,9.56,56090.34,4404584.82,Active,2022-07-14,2042-07-14
L000558,C06298,Home,4811859,10.21,102735.7,1297669.15,Active,2026-05-04,2031-05-04
L000559,C04466,Auto,609220,8.98,5473.48,128510.33,Active,2025-08-28,2045-08-28
L000560,C00473,Auto,1108351,9.0,9972.12,467515.94,Active,2021-01-04,2041-01-04
L000561,C09518,Personal,1415388,11.61,16633.53,553456.19,Active,2025-02-08,2040-02-08
L000562,C00274,Home,1682509,8.66,14772.03,505363.57,Active,2025-11-05,2045-11-05
L000563,C02014,Personal,125928,16.4,1789.88,100144.29,Active,2023-10-09,2043-10-09
L000564,C02993,Auto,720286,12.2,16095.26,0.0,Closed,2024-07-12,2029-07-12
L000565,C08129,Auto,1742291,12.01,20921.63,975840.89,Active,2025-11-09,2040-11-09
L000566,C07993,Personal,178571,11.79,1940.14,84632.17,Active,2023-06-15,2043-06-15
L000567,C01910,Personal,181332,13.47,2350.65,156942.18,Active,2025-09-19,2040-09-19
L000568,C02521,Personal,663262,17.23,16565.91,228456.32,Active,2021-07-31,2026-07-31
L000569,C01482,Home,2531000,10.07,53863.49,0.0,Closed,2025-12-13,2030-12-13
L000570,C08718,Home,2130153,10.42,21152.67,0.0,Closed,2024-10-12,2044-10-12
L000571,C06126,Home,4996143,9.31,104465.01,3757232.68,Active,2026-02-13,2031-02-13
L000572,C04701,Auto,2331973,11.54,27301.2,0.0,Closed,2025-09-16,2040-09-16
L000573,C07547,Auto,966778,8.76,8549.69,293990.67,Active,2024-02-10,2044-02-10
L000574,C01307,Auto,421417,9.19,5381.76,0.0,Closed,2026-06-13,2036-06-13
L000575,C07797,Education,2114484,8.15,20390.64,1497510.87,Active,2023-11-16,2038-11-16
L000576,C06087,Auto,2418653,10.09,51496.4,1767172.69,Active,2024-03-11,2029-03-11
L000577,C00076,Auto,2171093,9.21,19828.07,1422430.81,Active,2025-12-13,2045-12-13
L000578,C08316,Education,1284898,10.25,27458.61,808719.98,Active,2025-07-21,2030-07-21
L000579,C04884,Education,2600224,10.34,34853.58,0.0,Closed,2025-02-07,2035-02-07
L000580,C03296,Personal,533546,12.52,6069.36,157267.51,Active,2023-11-16,2043-11-16
L000581,C05640,Home,2930676,7.53,34833.55,1404381.8,Active,2025-07-29,2035-07-29
L000582,C05240,Home,5734408,9.33,59293.27,2313502.54,Active,2022-08-10,2037-08-10
L000583,C00397,Education,1779052,10.55,17821.49,1019950.77,Active,2024-07-04,2044-07-04
L000584,C07641,Personal,1407796,13.48,32378.67,282121.52,Active,2024-01-27,2029-01-27
L000585,C06667,Auto,1869633,10.75,20957.61,1541188.64,Active,2025-06-19,2040-06-19
L000586,C02987,Home,2659654,9.42,27644.52,1069804.22,Active,2026-05-07,2041-05-07
L000587,C03176,Auto,1553220,9.25,19886.3,0.0,Closed,2024-03-22,2034-03-22
L000588,C00919,Auto,1994911,11.14,27638.23,880193.83,Active,2020-10-28,2030-10-28
L000589,C08638,Home,2044056,10.22,20024.44,1789114.58,Active,2023-07-31,2043-07-31
L000590,C03681,Home,2699659,9.95,28928.15,2009479.74,Active,2023-10-31,2038-10-31
L000591,C09999,Personal,1097689,17.3,17127.42,338314.92,Active,2022-08-05,2037-08-05
L000592,C01719,Auto,1059738,9.68,10003.04,761891.96,Active,2023-11-21,2043-11-21
L000593,C04011,Auto,1067844,12.29,13015.83,794927.14,Active,2023-07-02,2038-07-02
L000594,C05953,Education,1488008,9.26,15323.38,729273.48,Active,2021-02-01,2036-02-01
L000595,C04998,Personal,347005,14.03,8079.6,265049.13,Active,2024-08-22,2029-08-22
L000596,C04223,Personal,900418,14.47,11505.54,271955.19,Active,2021-11-20,2041-11-20
L000597,C01161,Home,1710026,8.53,14872.49,506722.15,Active,2025-10-18,2045-10-18
L000598,C08073,Education,538947,9.46,6962.04,463165.93,Active,2022-09-06,2032-09-06
L000599,C05662,Personal,539106,16.21,9101.41,425406.07,Active,2023-07-08,2033-07-08
L000600,C01419,Home,1511539,7.89,12539.84,933563.62,Active,2026-05-11,2046-05-11
L000601,C03530,Auto,1907745,8.52,23673.72,448228.44,Active,2026-07-29,2036-07-29
L000602,C05870,Home,3727317,8.07,75701.48,2705375.44,Active,2026-03-24,2031-03-24
L000603,C05616,Personal,822153,12.84,18639.24,401153.54,Active,2022-04-10,2027-04-10
L000604,C08225,Home,1691756,8.39,16550.49,906439.67,Active,2026-06-12,2041-06-12
L000605,C00654,Auto,2118923,12.05,30461.67,570056.73,Active,2023-12-26,2033-12-26
L000606,C06465,Education,990316,8.49,8587.93,735780.08,Active,2026-02-17,2046-02-17
L000607,C02132,Auto,1185796,11.44,16631.07,476954.35,Active,2023-06-27,2033-06-27
L000608,C00095,Home,1893417,10.13,20497.6,0.0,Closed,2021-02-02,2036-02-02
L000609,C02661,Personal,1345549,17.96,34138.83,1192399.64,Active,2020-08-07,2025-08-07
L000610,C07985,Personal,974041,13.83,22578.48,553179.86,Active,2025-06-15,2030-06-15
L000611,C07277,Personal,1421858,10.57,14262.46,620302.51,Active,2026-04-24,2046-04-24
L000612,C06678,Education,2740214,10.1,26625.47,0.0,Closed,2026-07-22,2046-07-22
L000613,C05981,Personal,1395406,11.38,30604.62,0.0,Closed,2022-12-28,2027-12-28
L000614,C02719,Auto,1137809,11.61,16068.76,697671.07,Active,2025-10-24,2035-10-24
L000615,C07556,Education,2499060,9.49,32323.55,1408308.38,Active,2026-02-03,2036-02-03
L000616,C04044,Education,253474,10.01,5386.82,0.0,Closed,2024-04-29,2029-04-29
L000617,C03254,Auto,612778,12.3,13723.99,508052.2,Active,2026-01-15,2031-01-15
L000618,C08268,Personal,584778,13.93,7760.25,505800.14,Active,2026-05-29,2041-05-29
L000619,C03477,Home,2161769,10.06,23309.9,0.0,Closed,2025-02-23,2040-02-23
L000620,C06267,Home,1986124,7.78,40062.64,1595103.63,Active,2026-08-05,2031-08-05
L000621,C04754,Personal,789251,13.18,9348.06,0.0,Closed,2026-03-14,2046-03-14
L000622,C08228,Home,1500000,8.62,14876.79,929183.61,Active,2025-07-24,2040-07-24
L000623,C05489,Auto,1440150,11.84,15696.94,0.0,Closed,2025-09-24,2045-09-24
L000624,C06239,Auto,999520,8.95,20724.14,0.0,Closed,2021-03-29,2026-03-29
L000625,C02124,Auto,735004,10.16,7171.04,0.0,Closed,2024-05-20,2044-05-20
L000626,C00178,Auto,1060261,10.95,12017.63,314046.08,Active,2025-09-28,2040-09-28
L000627,C08656,Auto,848008,10.43,8426.5,519066.56,Active,2021-04-21,2041-04-21
L000628,C05176,Home,5889135,9.46,123567.71,2505531.04,Active,2026-05-04,2031-05-04
L000629,C01303,Personal,1309320,15.93,21875.75,0.0,Closed,2025-12-11,2035-12-11
L000630,C04271,Personal,809467,14.39,18998.95,316779.75,Active,2026-03-31,2031-03-31
L000631,C00200,Personal,1491902,15.57,20276.39,479636.83,Active,2026-02-21,2046-02-21
L000632,C05263,Auto,528866,8.55,6571.33,302245.73,Active,2024-12-20,2034-12-20
L000633,C00845,Personal,446877,11.06,4630.87,298680.79,Active,2026-02-15,2046-02-15
L000634,C04799,Home,3626215,8.17,30715.89,2667081.13,Active,2025-02-10,2045-02-10
L000635,C08399,Auto,2179461,8.85,19399.42,1780413.03,Active,2025-09-07,2045-09-07
L000636,C08572,Personal,1470222,10.63,14807.01,749825.41,Active,2025-08-30,2045-08-30
L000637,C05327,Home,2262487,9.88,24146.98,0.0,Closed,2026-04-18,2041-04-18
L000638,C03778,Personal,1472787,15.54,21160.36,1269553.22,Active,2026-06-10,2041-06-10
L000639,C09500,Education,2106143,9.0,18949.52,1359923.51,Active,2026-07-26,2046-07-26
L000640,C09580,Auto,708680,11.54,9979.94,461636.08,Active,2022-12-21,2032-12-21
L000641,C06355,Personal,712333,14.61,9780.13,618273.22,Active,2025-02-11,2040-02-11
L000642,C02482,Personal,394543,16.66,5685.37,186383.6,Active,2025-01-27,2045-01-27
L000643,C07228,Home,4795854,8.15,58567.76,3954488.45,Active,2023-11-01,2033-11-01
L000644,C03071,Personal,1428001,16.78,35320.8,0.0,Closed,2026-07-17,2031-07-17
L000645,C05559,Personal,1480883,14.92,23819.32,0.0,Closed,2025-09-18,2035-09-18
L000646,C08533,Education,403724,9.66,3805.52,0.0,Closed,2024-03-12,2044-03-12
L000647,C07497,Auto,2432102,11.62,34361.43,1893257.18,Active,2026-02-02,2036-02-02
L000648,C06762,Auto,734336,10.05,7913.69,463172.26,Active,2026-03-30,2041-03-30
L000649,C07438,Home,2460401,9.58,31944.85,554782.35,Active,2024-08-10,2034-08-10
L000650,C00616,Home,1500000,9.91,19747.93,614985.0,Active,2026-04-26,2036-04-26
L000651,C06891,Home,1539179,10.03,16568.36,377316.72,Active,2026-07-06,2041-07-06
L000652,C04680,Auto,721294,9.34,7462.45,184049.54,Active,2026-02-27,2041-02-27
L000653,C01598,Home,2991601,9.01,30360.61,1099286.17,Active,2025-01-15,2040-01-15
L000654,C07137,Personal,1322233,14.78,17196.48,362680.31,Active,2026-06-17,2046-06-17
L000655,C02966,Personal,985808,16.56,24267.24,786942.24,Active,2024-02-20,2029-02-20
L000656,C03527,Personal,519225,12.5,7600.22,0.0,Closed,2022-07-13,2032-07-13
L000657,C03189,Personal,407082,16.8,6207.4,212162.81,Active,2025-11-29,2040-11-29
L000658,C05913,Education,2098318,8.31,25803.4,1064079.33,Active,2020-09-08,2030-09-08
L000659,C08530,Education,1406443,10.08,29938.15,0.0,Closed,2023-11-12,2028-11-12
L000660,C09109,Home,6745463,10.4,144652.38,4884128.1,Active,2025-11-23,2030-11-23
L000661,C06235,Auto,2158344,11.82,25654.34,0.0,Closed,2025-12-16,2040-12-16
L000662,C09428,Personal,1365394,11.97,19565.77,1059275.22,Active,2023-10-30,2033-10-30
L000663,C02231,Personal,492118,17.72,12421.72,295292.71,Active,2023-09-01,2028-09-01
L000664,C02428,Personal,372769,11.71,4404.54,213808.39,Active,2025-01-07,2040-01-07
L000665,C07322,Home,1835045,7.96,17494.3,657748.64,Active,2019-06-02,2034-06-02
L000666,C06250,Personal,1488084,12.76,18593.48,602112.87,Active,2024-07-04,2039-07-04
L000667,C00903,Auto,1071202,10.58,14502.29,561390.01,Active,2025-06-24,2035-06-24
L000668,C09523,Education,663885,10.65,7400.43,461066.77,Active,2022-08-04,2037-08-04
L000669,C08294,Auto,2291695,12.49,51546.76,1507465.28,Active,2022-10-03,2027-10-03
L000670,C09931,Home,5590740,10.38,61384.71,1915697.2,Active,2022-04-10,2037-04-10
L000671,C03632,Home,3652437,9.12,37306.63,1965714.29,Active,2026-02-10,2041-02-10
L000672,C00238,Home,1769646,9.91,16972.08,1225473.17,Active,2025-10-30,2045-10-30
L000673,C08355,Personal,771744,14.35,18097.48,177969.3,Active,2025-11-30,2030-11-30
L000674,C07292,Auto,330746,11.01,4557.9,118569.93,Active,2026-03-25,2036-03-25
L000675,C01214,Home,5058526,10.01,66876.81,2064283.26,Active,2023-04-02,2033-04-02
L000676,C00663,Auto,2125519,11.09,46309.39,1684201.31,Active,2024-02-08,2029-02-08
L000677,C04928,Personal,795657,10.78,17212.34,273745.51,Active,2025-09-22,2030-09-22
L000678,C04930,Auto,1254814,12.14,13939.25,575768.79,Active,2025-04-16,2045-04-16
L000679,C06387,Personal,135422,13.42,3110.46,61075.87,Active,2024-10-16,2029-10-16
L000680,C08697,Auto,490911,11.3,10747.19,269026.17,Active,2019-11-04,2024-11-04
L000681,C02333,Education,1463956,9.82,15570.93,0.0,Closed,2022-03-21,2037-03-21
L000682,C09451,Personal,928612,16.67,22913.95,488981.6,Active,2024-12-10,2029-12-10
L000683,C05286,Home,3139941,9.89,33530.98,0.0,Closed,2025-02-01,2040-02-01
L000684,C07346,Personal,1458829,13.3,33417.31,746119.81,Active,2026-07-19,2031-07-19
L000685,C06328,Home,1510548,9.22,13805.25,358172.72,Active,2026-06-12,2046-06-12
L000686,C06753,Education,1642218,8.64,20484.32,1224188.82,Active,2021-12-02,2031-12-02
L000687,C04232,Auto,1115063,8.96,23125.23,0.0,Closed,2026-07-25,2031-07-25
L000688,C07940,Auto,2234686,11.08,48676.69,1905843.17,Active,2026-05-15,2031-05-15
L000689,C05911,Personal,1317597,14.15,17679.97,566689.38,Active,2025-09-20,2040-09-20
L000690,C09568,Home,1649493,9.36,21217.8,964207.53,Active,2025-11-05,2035-11-05
L000691,C07268,Auto,1582095,11.27,22035.86,1020221.23,Active,2020-01-28,2030-01-28
L000692,C08238,Education,1098225,8.51,10821.09,818102.95,Active,2022-10-13,2037-10-13
L000693,C08480,Personal,1014618,12.58,12558.26,392575.03,Active,2026-03-17,2041-03-17
L000694,C09964,Home,1985331,8.84,19948.02,1635549.74,Active,2026-06-09,2041-06-09
L000695,C07255,Auto,643822,11.87,9188.66,0.0,Closed,2025-02-15,2035-02-15
L000696,C04352,Home,7653418,10.16,163215.7,2108718.49,Active,2024-12-03,2029-12-03
L000697,C03393,Auto,430838,11.75,4669.02,0.0,Closed,2026-05-02,2046-05-02
L000698,C00739,Home,1653747,9.15,15039.1,1316311.35,Active,2025-04-18,2045-04-18
L000699,C09894,Education,2672964,10.2,29051.74,1468028.66,Active,2026-07-21,2041-07-21
L000700,C00490,Home,4552325,9.01,57691.57,0.0,Closed,2021-03-19,2031-03-19
L000701,C04034,Home,4282393,9.77,56048.13,3317134.64,Active,2022-12-22,2032-12-22
L000702,C02742,Auto,913203,11.44,9700.94,0.0,Closed,2026-07-14,2046-07-14
L000703,C06561,Personal,1122659,12.24,13647.62,976751.6,Active,2024-12-21,2039-12-21
L000704,C04599,Home,7560792,8.66,66381.97,0.0,Closed,2025-11-13,2045-11-13
L000705,C09369,Education,2920109,8.97,29565.6,0.0,Closed,2023-08-08,2038-08-08
L000706,C03910,Personal,1241584,14.78,16147.59,799942.96,Active,2026-02-12,2046-02-12
L000707,C03800,Personal,263237,14.37,3344.38,0.0,Closed,2022-11-14,2042-11-14
L000708,C06218,Home,1925556,8.56,19029.5,1083169.42,Active,2025-12-27,2040-12-27
L000709,C08817,Auto,2404856,12.03,26529.85,2034600.14,Active,2025-05-30,2045-05-30
L000710,C01464,Personal,543583,11.63,7683.01,216285.21,Active,2026-06-12,2036-06-12
L000711,C02599,Home,1741535,8.74,17395.46,980376.83,Active,2023-08-30,2038-08-30
L000712,C08207,Personal,541878,14.93,7107.38,471324.93,Active,2024-10-31,2044-10-31
L000713,C06557,Personal,437912,11.51,9633.03,0.0,Closed,2025-12-18,2030-12-18
L000714,C01753,Home,2197686,8.27,26978.57,1354171.43,Active,2023-08-18,2033-08-18
L000715,C06164,Home,1656196,10.14,17939.68,0.0,Closed,2023-04-27,2038-04-27
L000716,C08312,Home,4043953,10.48,40319.7,1288991.81,Active,2024-07-13,2044-07-13
L000717,C04239,Personal,1321897,16.65,22681.93,717045.27,Active,2024-08-20,2034-08-20
L000718,C05097,Home,2937267,10.27,62799.18,1850997.17,Active,2024-05-19,2029-05-19
L000719,C08189,Home,1924355,9.07,17400.65,0.0,Closed,2025-12-18,2045-12-18
L000720,C04673,Personal,472081,14.07,11001.64,0.0,Closed,2025-12-13,2030-12-13
L000721,C05719,Auto,792899,8.87,9988.41,0.0,Closed,2024-07-25,2034-07-25
L000722,C00704,Auto,305034,12.09,3377.85,195446.2,Active,2026-05-16,2046-05-16
L000723,C05536,Education,2422211,9.29,22247.06,0.0,Closed,2024-11-14,2044-11-14
L000724,C03327,Personal,1335323,16.53,32849.69,963886.06,Active,2025-03-01,2030-03-01
L000725,C07662,Personal,275778,12.62,3156.59,247144.35,Active,2026-04-23,2046-04-23
L000726,C00428,Personal,114919,14.83,2723.67,73258.46,Active,2024-10-31,2029-10-31
L000727,C02313,Education,1524987,9.23,31826.72,676936.92,Active,2019-11-27,2024-11-27
L000728,C03582,Home,3748586,8.77,37509.48,771237.56,Active,2026-04-18,2041-04-18
L000729,C00924,Home,3208706,8.74,28335.21,1632057.99,Active,2024-11-18,2044-11-18
L000730,C06366,Personal,743098,14.83,9691.83,224044.61,Active,2025-12-31,2045-12-31
L000731,C03137,Personal,581865,13.85,8982.01,316627.38,Active,2026-05-25,2036-05-25
L000732,C00211,Personal,1254642,15.11,29920.34,282044.56,Active,2025-12-21,2030-12-21
L000733,C09662,Education,582053,10.47,5799.38,0.0,Closed,2026-02-27,2046-02-27
L000734,C05735,Home,2575091,8.29,25041.96,2249525.5,Active,2023-08-27,2038-08-27
L000735,C05897,Home,4860852,9.34,50289.97,2341808.81,Active,2025-02-06,2040-02-06
L000736,C07441,Auto,1035140,11.06,10726.9,315306.39,Active,2024-09-06,2044-09-06
L000737,C01553,Auto,2473292,9.64,52113.11,0.0,Closed,2026-04-12,2031-04-12
L000738,C04659,Auto,1271698,10.96,27624.43,561437.65,Active,2024-05-10,2029-05-10
L000739,C08392,Auto,664245,12.49,7542.07,414090.21,Active,2026-02-11,2046-02-11
L000740,C08102,Auto,2471570,8.56,50779.55,0.0,Closed,2026-07-28,2031-07-28
L000741,C00392,Personal,1272546,17.36,19910.13,418845.26,Active,2024-05-30,2039-05-30
L000742,C05401,Education,1015897,9.36,9376.81,728626.47,Active,2025-04-25,2045-04-25
L000743,C01260,Home,1946546,9.18,19952.14,1592457.02,Active,2025-09-27,2040-09-27
L000744,C07052,Personal,640422,17.07,9887.91,143301.58,Active,2023-09-01,2038-09-01
L000745,C02793,Auto,1320361,11.53,14108.02,359710.34,Active,2022-12-09,2042-12-09
L000746,C06114,Auto,2321529,8.97,48157.33,807754.63,Active,2020-10-24,2025-10-24
L000747,C09015,Home,3428793,9.9,32861.74,0.0,Closed,2025-06-01,2045-06-01
L000748,C03303,Personal,120391,15.76,1748.08,100513.65,Active,2019-09-20,2034-09-20
L000749,C01850,Personal,817211,11.07,11289.49,533249.34,Active,2026-02-22,2036-02-22
L000750,C04803,Auto,1428585,9.23,18275.01,1086058.06,Active,2022-04-21,2032-04-21
L000751,C07432,Home,1569574,8.12,19142.93,0.0,Closed,2020-08-14,2030-08-14
L000752,C02282,Home,1873321,7.97,37957.3,1583066.21,Active,2023-07-25,2028-07-25
L000753,C09066,Auto,2366386,10.96,51403.77,0.0,Closed,2021-07-28,2026-07-28
L000754,C05216,Education,1522954,9.48,15884.69,321227.13,Active,2026-07-21,2041-07-21
L000755,C02878,Auto,1475523,10.09,19572.76,502431.9,Active,2021-11-26,2031-11-26
L000756,C07447,Personal,1234072,10.74,13825.61,517770.89,Active,2025-04-06,2040-04-06
L000757,C07456,Education,704860,10.09,6844.14,630220.24,Active,2021-11-02,2041-11-02
L000758,C03256,Personal,895718,14.86,12450.58,265769.01,Active,2022-10-22,2037-10-22
L000759,C01847,Home,1775617,8.21,15084.87,0.0,Closed,2020-06-25,2040-06-25
L000760,C01752,Home,1596423,9.0,20222.81,596204.87,Active,2024-01-15,2034-01-15
L000761,C01293,Personal,940103,12.6,13815.82,201660.82,Active,2025-06-08,2035-06-08
L000762,C07293,Personal,309442,15.91,5166.22,93013.28,Active,2020-12-07,2030-12-07
L000763,C03784,Education,827250,9.42,17341.47,455220.39,Active,2026-07-05,2031-07-05
L000764,C01398,Auto,2468484,10.64,27501.23,0.0,Closed,2024-12-29,2039-12-29
L000765,C00216,Home,6215559,10.08,132307.06,2589524.8,Active,2023-12-21,2028-12-21
L000766,C06912,Personal,633284,14.07,14758.4,421602.76,Active,2023-11-09,2028-11-09
L000767,C09818,Personal,1275139,14.68,17568.03,780088.43,Active,2026-07-17,2041-07-17
L000768,C09357,Home,4837963,9.23,61889.1,0.0,Closed,2023-06-06,2033-06-06
L000769,C02110,Personal,781763,15.55,10613.26,0.0,Closed,2025-01-15,2045-01-15
L000770,C08998,Personal,264432,13.36,3408.59,60920.87,Active,2026-06-23,2041-06-23
L000771,C07738,Auto,1715109,10.19,16767.65,0.0,Closed,2022-03-09,2042-03-09
L000772,C01151,Personal,439737,13.08,5586.91,306079.18,Active,2021-10-23,2036-10-23
L000773,C03288,Home,4203834,8.69,36988.95,0.0,Closed,2026-08-02,2046-08-02
L000774,C09565,Auto,2484962,12.36,27987.78,750587.02,Active,2024-01-20,2044-01-20
L000775,C03928,Education,692048,9.99,14700.57,430500.98,Active,2023-03-13,2028-03-13
L000776,C06398,Home,1562021,9.15,32538.82,0.0,Closed,2026-06-12,2031-06-12
L000777,C04935,Personal,274590,11.28,3826.13,68067.37,Active,2020-01-11,2030-01-11
L000778,C04414,Home,1620248,8.24,15709.26,1314850.38,Active,2024-05-17,2039-05-17
L000779,C09319,Personal,457790,10.71,5120.17,0.0,Closed,2026-06-28,2041-06-28
L000780,C09651,Home,9488550,8.9,95675.56,7642263.81,Active,2025-03-09,2040-03-09
L000781,C00050,Home,4470181,9.27,40998.87,2033504.13,Active,2026-03-03,2046-03-03
L000782,C02552,Personal,1197774,15.3,17010.69,0.0,Closed,2025-11-01,2040-11-01
L000783,C02123,Personal,576322,16.54,8252.49,352396.31,Active,2024-06-15,2044-06-15
L000784,C03870,Education,244274,8.0,2963.72,139617.6,Active,2024-01-19,2034-01-19
L000785,C08613,Home,9753243,10.34,96328.43,3549122.79,Active,2026-07-09,2046-07-09
L000786,C00259,Home,1813001,8.19,36926.2,1392385.34,Active,2025-07-16,2030-07-16
L000787,C00221,Home,1958339,8.68,24469.53,876956.82,Active,2026-04-15,2036-04-15
L000788,C04090,Auto,1225231,9.55,11460.79,659631.24,Active,2026-05-21,2046-05-21
L000789,C03399,Personal,1386007,16.56,20900.0,526614.99,Active,2020-11-06,2035-11-06
L000790,C08569,Auto,2031844,9.25,42424.7,1416770.87,Active,2020-03-22,2025-03-22
L000791,C00522,Auto,2199043,9.59,20627.38,1949282.78,Active,2025-12-11,2045-12-11
L000792,C08543,Personal,1221914,10.67,26366.72,992771.59,Active,2023-02-09,2028-02-09
L000793,C02122,Home,1637641,8.2,20042.59,1224903.62,Active,2026-07-04,2036-07-04
L000794,C00846,Home,3147785,9.9,33633.95,1089142.11,Active,2024-12-17,2039-12-17
L000795,C05362,Home,2725473,7.67,22240.4,1555965.06,Active,2022-04-20,2042-04-20
L000796,C03663,Home,5029671,8.25,42856.1,0.0,Closed,2025-03-30,2045-03-30
L000797,C00104,Home,4721836,9.64,44446.28,0.0,Closed,2026-07-26,2046-07-26
L000798,C03490,Home,3046899,10.48,41079.22,1097806.31,Active,2025-01-09,2035-01-09
L000799,C04151,Personal,537145,14.05,7171.44,0.0,Closed,2026-05-30,2041-05-30
L000800,C09001,Personal,188470,16.09,4592.24,85383.69,Active,2019-05-06,2024-05-06
L000801,C08894,Home,1609235,10.09,21346.44,0.0,Closed,2024-09-11,2034-09-11
L000802,C02046,Personal,1010502,12.93,15046.19,0.0,Closed,2024-02-09,2034-02-09
L000803,C01812,Auto,1960140,11.66,43266.2,0.0,Closed,2022-11-03,2027-11-03
L000804,C01742,Personal,1096714,15.66,18139.7,918348.9,Active,2021-12-08,2031-12-08
L000805,C02608,Education,583365,10.06,6290.3,0.0,Closed,2025-06-29,2040-06-29
L000806,C08624,Auto,551877,8.74,6913.53,190934.89,Active,2026-07-11,2036-07-11
L000807,C01630,Personal,587954,12.88,7392.68,0.0,Closed,2025-02-10,2040-02-10
L000808,C00313,Personal,504677,10.66,5092.95,406611.94,Active,2026-06-30,2046-06-30
L000809,C09036,Home,2008876,9.62,21122.89,1118814.57,Active,2025-12-28,2040-12-28
L000810,C09152,Personal,1240054,13.11,14625.46,394405.73,Active,2022-04-04,2042-04-04
L000811,C07525,Auto,1462913,9.14,18642.59,477505.06,Active,2024-08-07,2034-08-07
L000812,C03900,Personal,1052272,10.51,10512.74,296685.29,Active,2025-10-02,2045-10-02
L000813,C05609,Personal,863521,16.32,14637.78,738881.04,Active,2026-03-16,2036-03-16
L000814,C09368,Home,3125254,8.07,26277.19,0.0,Closed,2020-07-08,2040-07-08
L000815,C07289,Home,2687529,8.47,26417.92,1434494.46,Active,2024-07-05,2039-07-05
L000816,C08437,Home,3677250,8.04,74631.79,2060145.48,Active,2024-10-31,2029-10-31
L000817,C01811,Home,2098749,9.43,19467.26,1116377.16,Active,2026-05-03,2046-05-03
L000818,C01578,Personal,636742,10.87,8724.33,541477.9,Active,2023-12-31,2033-12-31
L000819,C07193,Auto,1175511,11.12,25628.86,532222.36,Active,2024-01-24,2029-01-24
L000820,C00913,Home,2372317,9.97,50369.71,0.0,Closed,2026-05-04,2031-05-04
L000821,C07977,Home,1670511,9.7,17646.05,1250995.5,Active,2025-06-19,2040-06-19
L000822,C04510,Auto,724568,11.4,7677.14,385227.87,Active,2026-04-15,2046-04-15
L000823,C05514,Personal,1411401,17.61,21359.64,513187.67,Active,2024-06-11,2044-06-11
L000824,C08598,Personal,1062006,15.77,14592.27,0.0,Closed,2025-10-21,2045-10-21
L000825,C00662,Home,1689159,9.15,17283.63,888953.14,Active,2026-05-03,2041-05-03
L000826,C04024,Auto,1777754,12.11,21462.01,0.0,Closed,2026-01-01,2041-01-01
L000827,C04805,Personal,1428002,13.73,18758.96,722281.57,Active,2024-07-04,2039-07-04
L000828,C03539,Personal,1253934,17.45,19699.41,731441.73,Active,2022-10-11,2037-10-11
L000829,C06352,Auto,300820,11.41,3496.96,161742.93,Active,2022-06-18,2037-06-18
L000830,C08213,Home,4032031,7.52,47903.02,2740034.11,Active,2023-10-29,2033-10-29
L000831,C01229,Personal,678724,17.39,11964.32,392126.77,Active,2023-04-25,2033-04-25
L000832,C06617,Education,1311440,9.1,16683.83,435723.36,Active,2023-06-22,2033-06-22
L000833,C05374,Home,2338437,9.21,29888.75,920160.07,Active,2026-06-10,2036-06-10
L000834,C04660,Home,1681301,8.96,34868.41,1159634.87,Active,2026-04-25,2031-04-25
L000835,C05134,Personal,1308554,13.36,30015.33,0.0,Closed,2024-12-31,2029-12-31
L000836,C05217,Home,2422529,9.95,23297.73,0.0,Closed,2026-05-26,2046-05-26
L000837,C01196,Home,4731250,8.18,96340.78,2164378.75,Active,2026-07-19,2031-07-19
L000838,C00991,Personal,1199711,10.81,16397.25,493755.39,Active,2024-05-13,2034-05-13
L000839,C08809,Home,4325430,9.69,40856.86,0.0,Closed,2022-09-01,2042-09-01
L000840,C00460,Personal,1306396,14.29,20512.35,456640.52,Active,2018-11-19,2028-11-19
L000841,C00069,Personal,804995,11.12,17550.76,576545.0,Active,2026-06-04,2031-06-04
L000842,C00084,Home,3322387,9.82,43575.1,0.0,Closed,2026-02-25,2036-02-25
L000843,C06751,Personal,515463,14.16,8053.07,104146.65,Active,2023-08-18,2033-08-18
L000844,C00881,Auto,1316343,8.79,11666.28,333170.81,Active,2025-12-10,2045-12-10
L000845,C09326,Personal,967344,13.68,12675.22,637317.73,Active,2025-01-25,2040-01-25
L000846,C05610,Personal,739251,11.77,8763.16,152942.58,Active,2022-05-20,2037-05-20
L000847,C04549,Personal,405803,13.8,6252.05,259034.38,Active,2026-03-31,2036-03-31
