FD_ID,Customer_ID,Deposit_Amount,Interest_Rate,Duration_Months,Maturity_Amount,Start_Date,Maturity_Date,Status
FD000335,C09744,1197387,7.0,36,1466850.56,2024-12-27,2027-12-27,Closed
FD000336,C07425,727737,5.5,6,747481.91,2026-02-27,2026-08-27,Matured
FD000337,C05477,189940,6.8,24,216650.12,2026-05-29,2028-05-29,Matured
FD000338,C01450,239023,7.3,84,391415.25,2024-07-27,2031-07-27,Active
FD000339,C07484,921373,6.5,12,981262.24,2026-07-26,2027-07-26,Active
FD000340,C04722,1181220,7.2,60,1672263.53,2023-09-25,2028-09-25,Active
FD000341,C02191,2154679,7.3,84,3528422.91,2023-12-14,2030-12-14,Matured
FD000342,C02410,319452,7.3,84,523122.82,2026-04-26,2033-04-26,Closed
FD000343,C08403,2525825,7.0,36,3094244.24,2026-07-03,2029-07-03,Active
FD000344,C02330,533056,6.8,24,608016.47,2023-08-25,2025-08-25,Active
FD000345,C07078,523148,7.2,60,740625.22,2022-10-09,2027-10-09,Matured
FD000346,C02656,883432,7.4,120,1803914.46,2021-01-09,2031-01-09,Matured
FD000347,C08194,817085,5.5,6,839254.09,2022-07-08,2023-01-08,Active
FD000348,C02947,604609,6.8,24,689631.54,2023-09-20,2025-09-20,Active
FD000349,C06660,1461023,7.0,36,1789816.0,2026-06-07,2029-06-07,Active
FD000350,C07164,3246273,7.2,60,4595777.2,2024-10-23,2029-10-23,Closed
FD000351,C08340,958872,7.0,36,1174659.43,2025-12-04,2028-12-04,Active
FD000352,C07769,2648567,7.2,60,3749599.57,2026-04-26,2031-04-26,Active
FD000353,C01647,2608870,6.5,12,2778446.55,2026-06-25,2027-06-25,Active
FD000354,C01430,1023639,7.3,84,1676273.49,2025-02-18,2032-02-18,Active
FD000355,C01960,1762516,6.5,12,1877079.54,2024-06-26,2025-06-26,Active
FD000356,C08380,128039,6.5,12,136361.54,2024-01-09,2025-01-09,Active
FD000357,C04961,457652,6.5,12,487399.38,2026-03-05,2027-03-05,Active
FD000358,C03248,457524,6.8,24,521862.85,2026-01-11,2028-01-11,Matured
FD000359,C01924,1182865,6.8,24,1349204.21,2025-01-12,2027-01-12,Matured
FD000360,C00531,374058,7.2,60,529557.2,2023-12-16,2028-12-16,Matured
FD000361,C04077,1798381,6.8,24,2051276.53,2023-05-15,2025-05-15,Active
FD000362,C07652,1223315,5.5,6,1256505.9,2025-06-30,2025-12-30,Active
FD000363,C03516,979841,6.8,24,1117630.16,2023-12-20,2025-12-20,Active
FD000364,C04627,430303,5.5,6,441977.95,2022-03-13,2022-09-13,Matured
FD000365,C00295,1191827,7.3,84,1951691.96,2025-10-22,2032-10-22,Active
FD000366,C00128,113491,6.5,12,120867.91,2026-04-09,2027-04-09,Active
FD000367,C03507,306187,7.3,84,501400.54,2024-03-31,2031-03-31,Matured
FD000368,C00460,242253,7.0,36,296770.34,2021-10-13,2024-10-13,Active
FD000369,C06519,229159,5.5,6,235376.53,2026-06-02,2026-12-02,Active
FD000370,C09385,182040,7.2,60,257715.63,2026-06-18,2031-06-18,Active
FD000371,C04398,1790254,7.2,60,2534478.31,2025-03-03,2030-03-03,Active
FD000372,C04894,502882,7.2,60,711934.46,2026-07-01,2031-07-01,Active
FD000373,C02128,359443,7.2,60,508866.61,2026-03-18,2031-03-18,Active
FD000374,C01676,631487,7.2,60,894001.69,2026-07-15,2031-07-15,Active
FD000375,C02842,322613,6.8,24,367980.13,2022-05-07,2024-05-07,Matured
FD000376,C09911,972129,7.0,36,1190899.83,2025-12-15,2028-12-15,Active
FD000377,C06440,112328,6.5,12,119629.32,2026-02-13,2027-02-13,Matured
FD000378,C03836,667457,6.5,12,710841.7,2026-06-07,2027-06-07,Active
FD000379,C02040,159888,6.5,12,170280.72,2026-08-03,2027-08-03,Active
FD000380,C04237,526679,7.0,36,645204.42,2025-08-06,2028-08-06,Active
FD000381,C08153,1568501,6.8,24,1789069.88,2021-10-11,2023-10-11,Active
FD000382,C03404,578313,6.5,12,615903.34,2022-05-30,2023-05-30,Active
FD000383,C03661,4424249,6.5,12,4711825.18,2021-08-19,2022-08-19,Active
FD000384,C03947,180655,5.5,6,185556.52,2019-12-14,2020-06-14,Active
FD000385,C05149,1734504,6.8,24,1978416.89,2026-06-20,2028-06-20,Active
FD000386,C05183,1544013,7.3,84,2528418.77,2025-02-20,2032-02-20,Active
FD000387,C08241,219429,6.5,12,233691.88,2020-06-05,2021-06-05,Active
FD000388,C04040,579285,6.5,12,616938.53,2026-01-13,2027-01-13,Active
FD000389,C09679,1199986,7.0,36,1470034.45,2024-03-29,2027-03-29,Active
FD000390,C00283,2555643,6.8,24,2915027.74,2026-07-29,2028-07-29,Active
FD000391,C01914,3658773,5.5,6,3758042.57,2022-08-24,2023-02-24,Matured
FD000392,C03360,1423032,7.0,36,1743275.39,2025-12-03,2028-12-03,Matured
FD000393,C04510,1853744,6.8,24,2114424.9,2025-02-02,2027-02-02,Closed
FD000394,C02708,917829,6.5,12,977487.88,2026-03-11,2027-03-11,Active
FD000395,C04701,922393,7.0,36,1129971.09,2026-03-04,2029-03-04,Active
FD000396,C07777,705409,7.0,36,864156.36,2026-06-08,2029-06-08,Active
FD000397,C07151,370107,7.0,36,453396.99,2023-06-16,2026-06-16,Active
FD000398,C06515,241312,7.2,60,341627.52,2026-04-03,2031-04-03,Active
FD000399,C06132,252510,7.0,36,309335.61,2021-07-15,2024-07-15,Active
FD000400,C06287,1141487,6.8,24,1302007.47,2021-01-11,2023-01-11,Active
FD000401,C04449,2405464,6.8,24,2743729.97,2025-12-17,2027-12-17,Matured
FD000402,C00933,1773056,6.5,12,1888304.64,2024-11-27,2025-11-27,Matured
FD000403,C08964,836730,6.8,24,954394.32,2024-05-08,2026-05-08,Closed
FD000404,C01428,157890,7.4,120,322401.79,2025-11-09,2035-11-09,Active
FD000405,C08728,1524911,6.5,12,1624030.21,2023-12-17,2024-12-17,Active
FD000406,C03392,698985,7.0,36,856286.68,2025-11-10,2028-11-10,Active
FD000407,C04003,276950,6.5,12,294951.75,2026-02-10,2027-02-10,Active
FD000408,C06002,290931,7.2,60,411873.57,2024-10-27,2029-10-27,Active
FD000409,C02888,949913,7.2,60,1344800.18,2026-01-19,2031-01-19,Closed
FD000410,C05424,160116,7.0,36,196148.98,2023-05-21,2026-05-21,Matured
FD000411,C00768,610878,5.5,6,627452.3,2023-01-28,2023-07-28,Active
FD000412,C07106,3247777,6.5,12,3458882.5,2026-07-31,2027-07-31,Active
FD000413,C06905,62804,6.5,12,66886.26,2025-01-04,2026-01-04,Active
FD000414,C04573,3412022,5.5,6,3504596.74,2024-07-24,2025-01-24,Matured
FD000415,C02452,114292,5.5,6,117392.96,2025-12-22,2026-06-22,Active
FD000416,C09419,838936,6.8,24,956910.54,2024-11-17,2026-11-17,Active
FD000417,C07773,3154230,6.5,12,3359254.95,2025-12-31,2026-12-31,Active
FD000418,C03214,1240329,6.8,24,1414749.03,2019-06-24,2021-06-24,Closed
FD000419,C09948,702549,6.5,12,748214.68,2021-02-20,2022-02-20,Active
FD000420,C02406,1463414,5.5,6,1503119.25,2022-09-01,2023-03-01,Active
FD000421,C02035,939223,6.8,24,1071300.3,2025-07-03,2027-07-03,Active
FD000422,C08236,1195744,6.5,12,1273467.36,2025-05-10,2026-05-10,Active
FD000423,C08112,773879,6.8,24,882704.96,2025-10-23,2027-10-23,Active
FD000424,C08426,1293892,6.8,24,1475844.27,2024-05-04,2026-05-04,Matured
FD000425,C00469,145247,6.5,12,154688.05,2024-01-17,2025-01-17,Closed
FD000426,C06884,107443,5.5,6,110358.14,2026-03-22,2026-09-22,Active
FD000427,C05368,492989,7.2,60,697928.86,2024-09-04,2029-09-04,Matured
FD000428,C01106,657014,6.5,12,699719.91,2022-12-23,2023-12-23,Active
FD000429,C08641,1856298,6.5,12,1976957.37,2026-06-08,2027-06-08,Active
FD000430,C00427,532577,6.8,24,607470.11,2025-01-16,2027-01-16,Matured
FD000431,C05210,1740724,6.5,12,1853871.06,2025-07-02,2026-07-02,Active
FD000432,C00943,1606173,5.5,6,1649751.57,2025-12-15,2026-06-15,Active
FD000433,C02743,213289,7.2,60,301955.11,2025-06-29,2030-06-29,Active
FD000434,C01520,1252506,6.8,24,1428638.4,2026-04-01,2028-04-01,Active
FD000435,C01754,657157,6.5,12,699872.2,2026-08-05,2027-08-05,Active
FD000436,C06435,731088,6.5,12,778608.72,2025-05-10,2026-05-10,Closed
FD000437,C05716,1979786,7.2,60,2802800.43,2025-07-13,2030-07-13,Closed
FD000438,C04904,234821,6.8,24,267842.47,2026-07-07,2028-07-07,Active
FD000439,C05012,963679,6.8,24,1099195.4,2024-07-14,2026-07-14,Active
FD000440,C09973,879982,7.2,60,1245798.25,2024-10-12,2029-10-12,Matured
FD000441,C07182,1908681,6.5,12,2032745.26,2026-07-10,2027-07-10,Active
FD000442,C08765,2191122,7.0,36,2684218.67,2024-03-25,2027-03-25,Active
FD000443,C05979,456645,7.3,84,747785.02,2025-02-10,2032-02-10,Active
FD000444,C02593,359728,6.5,12,383110.32,2021-11-18,2022-11-18,Active
FD000445,C00530,256854,6.5,12,273549.51,2025-11-07,2026-11-07,Active
FD000446,C05522,1642057,7.0,36,2011590.43,2025-12-17,2028-12-17,Active
FD000447,C04031,3291559,7.0,36,4032301.31,2026-04-28,2029-04-28,Active
FD000448,C06807,4778955,7.2,60,6765608.57,2022-09-24,2027-09-24,Active
FD000449,C06418,1233825,7.0,36,1511488.68,2026-03-29,2029-03-29,Closed
FD000450,C03724,727816,7.2,60,1030375.5,2023-08-07,2028-08-07,Active
FD000451,C06701,683161,6.8,24,779229.83,2024-11-23,2026-11-23,Active
FD000452,C04111,1374110,6.5,12,1463427.15,2026-02-11,2027-02-11,Active
FD000453,C02859,285602,6.5,12,304166.13,2025-05-18,2026-05-18,Active
FD000454,C04063,1018344,6.8,24,1161547.61,2025-09-27,2027-09-27,Active
FD000455,C01697,1254088,5.5,6,1288113.83,2026-05-28,2026-11-28,Closed
FD000456,C08910,428730,7.0,36,525212.69,2024-03-22,2027-03-22,Active
FD000457,C05764,1990753,6.8,24,2270700.65,2026-05-10,2028-05-10,Closed
FD000458,C08804,222061,6.8,24,253288.11,2026-03-21,2028-03-21,Matured
FD000459,C03297,1629067,6.5,12,1734956.35,2026-02-17,2027-02-17,Active
FD000460,C07968,1315514,7.4,120,2686199.65,2022-02-06,2032-02-06,Active
FD000461,C05260,1490482,7.4,120,3043473.67,2022-04-27,2032-04-27,Active
FD000462,C04952,1405026,6.5,12,1496352.69,2024-02-01,2025-02-01,Active
FD000463,C01719,1886091,7.4,120,3851283.21,2026-03-14,2036-03-14,Active
FD000464,C03606,1328854,6.5,12,1415229.51,2026-06-10,2027-06-10,Active
FD000465,C01702,2423083,6.5,12,2580583.4,2024-08-29,2025-08-29,Matured
FD000466,C09817,1473751,6.8,24,1680995.76,2025-11-01,2027-11-01,Matured
FD000467,C06154,2764995,6.5,12,2944719.67,2023-03-21,2024-03-21,Active
FD000468,C00368,1671367,6.5,12,1780005.85,2024-10-10,2025-10-10,Matured
FD000469,C01352,738457,7.4,120,1507884.32,2025-07-18,2035-07-18,Active
FD000470,C03830,680711,6.5,12,724957.21,2022-10-28,2023-10-28,Active
FD000471,C04257,346596,7.3,84,567572.83,2020-03-17,2027-03-17,Active
FD000472,C08732,3337981,6.5,12,3554949.76,2026-06-25,2027-06-25,Matured
FD000473,C06773,227668,6.5,12,242466.42,2024-12-16,2025-12-16,Active
FD000474,C03383,738865,7.2,60,1046017.67,2025-01-21,2030-01-21,Matured
FD000475,C05732,1153926,5.5,6,1185234.24,2026-07-17,2027-01-17,Matured
FD000476,C04023,583188,6.5,12,621095.22,2022-06-07,2023-06-07,Active
FD000477,C02710,806077,7.4,120,1645960.25,2026-07-03,2036-07-03,Active
FD000478,C09268,1656746,6.8,24,1889724.25,2021-11-23,2023-11-23,Active
FD000479,C08219,338495,6.5,12,360497.17,2026-08-05,2027-08-05,Active
FD000480,C09295,876403,6.5,12,933369.19,2024-05-27,2025-05-27,Matured
FD000481,C02856,1801373,7.0,36,2206759.38,2022-05-13,2025-05-13,Active
FD000482,C09429,1438166,6.5,12,1531646.79,2025-05-16,2026-05-16,Matured
FD000483,C04828,324829,6.8,24,370507.75,2025-05-07,2027-05-07,Active
FD000484,C07123,429261,7.2,60,607708.57,2024-05-11,2029-05-11,Matured
FD000485,C05162,1438643,7.0,36,1762399.54,2026-06-13,2029-06-13,Active
FD000486,C02921,813991,7.0,36,997173.98,2026-04-10,2029-04-10,Active
FD000487,C00197,1913104,7.0,36,2343634.66,2022-11-01,2025-11-01,Matured
FD000488,C02641,3815880,6.5,12,4063912.2,2023-05-22,2024-05-22,Active
FD000489,C09178,1745807,7.2,60,2471554.31,2024-08-03,2029-08-03,Closed
FD000490,C05521,456881,6.5,12,486578.26,2022-06-24,2023-06-24,Closed
FD000491,C05974,973999,6.8,24,1110966.64,2026-05-15,2028-05-15,Active
FD000492,C06375,850844,6.8,24,970493.09,2022-09-30,2024-09-30,Active
FD000493,C00201,729721,7.2,60,1033072.43,2023-10-14,2028-10-14,Matured
FD000494,C09745,340242,7.2,60,481683.59,2020-02-18,2025-02-18,Active
FD000495,C03623,2065743,7.2,60,2924490.51,2023-09-03,2028-09-03,Active
FD000496,C08850,265146,7.0,36,324815.25,2025-06-18,2028-06-18,Active
FD000497,C06496,311468,6.5,12,331713.42,2022-08-22,2023-08-22,Matured
FD000498,C09422,622084,6.8,24,709563.94,2025-01-17,2027-01-17,Active
FD000499,C02791,3719785,5.5,6,3820709.94,2026-04-10,2026-10-10,Closed
FD000500,C09963,996083,7.2,60,1410163.45,2023-12-23,2028-12-23,Closed
FD000501,C02006,1790203,5.5,6,1838774.66,2025-11-01,2026-05-01,Active
FD000502,C03630,544462,6.5,12,579852.03,2024-10-01,2025-10-01,Active
FD000503,C05630,520891,5.5,6,535023.78,2024-10-16,2025-04-16,Closed
FD000504,C06690,3047686,7.0,36,3733546.4,2026-07-21,2029-07-21,Matured
FD000505,C08365,338567,5.5,6,347752.98,2022-02-02,2022-08-02,Closed
FD000506,C05713,545404,7.0,36,668143.35,2023-05-03,2026-05-03,Active
FD000507,C05772,1033795,6.8,24,1179171.39,2025-11-05,2027-11-05,Active
FD000508,C04046,382296,5.5,6,392668.43,2024-12-24,2025-06-24,Active
FD000509,C01688,363565,6.8,24,414690.96,2025-10-21,2027-10-21,Matured
FD000510,C09311,603408,6.8,24,688261.65,2019-06-25,2021-06-25,Matured
FD000511,C01119,548367,6.5,12,584010.85,2026-04-04,2027-04-04,Active
FD000512,C06899,1810875,7.0,36,2218399.74,2022-07-17,2025-07-17,Active
FD000513,C04319,181716,6.5,12,193527.54,2022-08-02,2023-08-02,Closed
FD000514,C06882,1174186,5.5,6,1206043.93,2025-06-04,2025-12-04,Active
FD000515,C02616,557381,7.0,36,682815.69,2024-03-13,2027-03-13,Active
FD000516,C00779,53280,7.0,36,65270.29,2026-01-28,2029-01-28,Active
FD000517,C04175,3544422,6.5,12,3774809.43,2022-01-09,2023-01-09,Matured
FD000518,C04898,2245653,7.4,120,4585486.97,2026-07-08,2036-07-08,Active
FD000519,C02175,2256453,6.8,24,2573764.45,2026-06-08,2028-06-08,Matured
FD000520,C09597,92644,6.5,12,98665.86,2025-08-24,2026-08-24,Active
FD000521,C00341,2716196,6.5,12,2892748.74,2025-05-23,2026-05-23,Active
FD000522,C03160,84062,6.5,12,89526.03,2025-04-26,2026-04-26,Active
FD000523,C07876,1061355,7.0,36,1300205.51,2025-03-21,2028-03-21,Active
FD000524,C09986,1444684,6.5,12,1538588.46,2021-08-21,2022-08-21,Active
FD000525,C03278,2889940,7.2,60,4091313.44,2022-02-12,2027-02-12,Active
FD000526,C08461,1485883,6.8,24,1694833.81,2025-08-02,2027-08-02,Matured
FD000527,C05073,1374846,6.5,12,1464210.99,2026-04-20,2027-04-20,Active
FD000528,C02072,3053310,7.2,60,4322597.79,2025-03-05,2030-03-05,Active
FD000529,C00928,665393,6.5,12,708643.54,2022-07-01,2023-07-01,Matured
FD000530,C07998,225766,6.5,12,240440.79,2024-07-29,2025-07-29,Active
FD000531,C04556,1720272,7.4,120,3512690.89,2025-06-15,2035-06-15,Active
FD000532,C01315,581237,5.5,6,597007.08,2026-04-23,2026-10-23,Active
FD000533,C06348,650018,6.5,12,692269.17,2024-08-03,2025-08-03,Matured
FD000534,C04167,1425168,6.5,12,1517803.92,2026-06-20,2027-06-20,Active
FD000535,C00882,1593584,6.8,24,1817680.16,2024-09-29,2026-09-29,Active
FD000536,C05328,511097,7.2,60,723564.51,2026-07-24,2031-07-24,Active
FD000537,C09202,441784,6.8,24,503909.43,2026-08-01,2028-08-01,Active
FD000538,C07165,3926839,7.2,60,5559260.47,2025-09-10,2030-09-10,Active
FD000539,C04264,223248,7.0,36,273488.4,2025-05-19,2028-05-19,Active
FD000540,C00883,1313436,7.4,120,2681956.5,2023-12-14,2033-12-14,Active
FD000541,C03794,666072,6.5,12,709366.68,2024-02-12,2025-02-12,Active
FD000542,C01022,743024,6.5,12,791320.56,2023-04-19,2024-04-19,Active
FD000543,C08767,1837260,6.5,12,1956681.9,2025-08-03,2026-08-03,Active
FD000544,C04158,987698,5.5,6,1014496.15,2021-01-10,2021-07-10,Closed
FD000545,C08060,789370,7.0,36,967012.19,2026-07-24,2029-07-24,Active
FD000546,C06127,1391064,7.4,120,2840468.16,2024-10-10,2034-10-10,Closed
FD000547,C00494,207372,7.0,36,254039.62,2024-06-05,2027-06-05,Active
FD000548,C03637,588009,7.2,60,832449.51,2026-08-01,2031-08-01,Matured
FD000549,C00612,115306,6.5,12,122800.89,2025-09-12,2026-09-12,Active
FD000550,C04499,1887830,5.5,6,1939050.47,2026-01-14,2026-07-14,Active
FD000551,C08196,818246,6.5,12,871431.99,2021-03-01,2022-03-01,Closed
FD000552,C03055,185833,7.0,36,227653.42,2023-03-11,2026-03-11,Matured
FD000553,C01672,1605937,6.5,12,1710322.91,2022-09-29,2023-09-29,Matured
FD000554,C02267,1253601,6.5,12,1335085.06,2025-08-28,2026-08-28,Active
FD000555,C05236,1368628,7.0,36,1676628.15,2022-11-26,2025-11-26,Active
FD000556,C00903,287918,5.5,6,295729.77,2026-07-23,2027-01-23,Active
FD000557,C00520,1135790,6.5,12,1209616.35,2022-06-25,2023-06-25,Active
FD000558,C08205,2245941,7.2,60,3179598.4,2023-06-16,2028-06-16,Matured
FD000559,C08799,1849947,7.4,120,3777479.36,2026-07-21,2036-07-21,Active
FD000560,C06641,1080121,6.5,12,1150328.86,2026-03-02,2027-03-02,Active
FD000561,C00473,360596,6.8,24,411304.45,2020-04-29,2022-04-29,Closed
FD000562,C04829,3783863,7.4,120,7726418.31,2023-05-16,2033-05-16,Matured
FD000563,C03723,720224,7.0,36,882305.37,2025-09-07,2028-09-07,Matured
FD000564,C08830,1203427,6.8,24,1372657.72,2024-09-06,2026-09-06,Closed
FD000565,C06769,380312,7.0,36,465898.55,2021-08-11,2024-08-11,Closed
FD000566,C02156,1387353,6.5,12,1477530.94,2025-07-19,2026-07-19,Active
FD000567,C01909,990537,6.5,12,1054921.91,2023-09-15,2024-09-15,Active
FD000568,C08472,341245,6.5,12,363425.92,2022-05-23,2023-05-23,Active
FD000569,C01934,1563709,6.8,24,1783604.01,2020-07-02,2022-07-02,Active
FD000570,C02721,1735400,7.4,120,3543581.35,2021-10-13,2031-10-13,Active
FD000571,C01175,411613,5.5,6,422780.85,2021-03-10,2021-09-10,Active
FD000572,C03163,2057666,6.8,24,2347023.22,2026-05-17,2028-05-17,Matured
FD000573,C01409,204666,6.5,12,217969.29,2024-10-03,2025-10-03,Active
FD000574,C08636,205535,6.8,24,234438.15,2021-04-08,2023-04-08,Matured
FD000575,C08242,772499,6.5,12,822711.43,2023-07-03,2024-07-03,Matured
FD000576,C07085,1206167,7.0,36,1477606.44,2023-07-27,2026-07-27,Active
FD000577,C07846,591203,6.8,24,674340.33,2026-07-28,2028-07-28,Closed
FD000578,C04977,166209,7.2,60,235303.54,2024-10-11,2029-10-11,Active
FD000579,C06936,687795,6.5,12,732501.67,2026-05-09,2027-05-09,Active
FD000580,C07520,1941381,6.5,12,2067570.76,2025-11-16,2026-11-16,Closed
FD000581,C04112,2432769,7.2,60,3444092.44,2025-06-28,2030-06-28,Active
FD000582,C01667,1381811,7.4,120,2821574.09,2026-06-04,2036-06-04,Active
FD000583,C02457,2671533,6.5,12,2845182.65,2024-06-14,2025-06-14,Active
FD000584,C07218,576986,7.0,36,706832.66,2025-04-22,2028-04-22,Active
FD000585,C05622,658851,6.5,12,701676.31,2020-01-15,2021-01-15,Matured
FD000586,C02917,2588136,6.5,12,2756364.84,2026-07-05,2027-07-05,Closed
FD000587,C02781,93195,7.2,60,131936.98,2021-02-22,2026-02-22,Active
FD000588,C06087,240680,7.3,84,394128.7,2021-02-22,2028-02-22,Matured
FD000589,C07575,2270094,7.0,36,2780962.76,2024-09-21,2027-09-21,Matured
FD000590,C05583,1797291,7.0,36,2201758.76,2022-07-16,2025-07-16,Active
FD000591,C02716,982180,7.0,36,1203212.73,2022-07-03,2025-07-03,Active
FD000592,C00432,1317074,6.8,24,1502286.21,2026-07-06,2028-07-06,Matured
FD000593,C02662,3456551,6.5,12,3681226.81,2025-05-22,2026-05-22,Active
FD000594,C08798,301293,6.5,12,320877.04,2022-06-06,2023-06-06,Active
FD000595,C06872,537002,6.5,12,571907.13,2024-05-26,2025-05-26,Active
FD000596,C07256,1361066,7.2,60,1926873.09,2025-05-03,2030-05-03,Active
FD000597,C01173,1498589,7.4,120,3060027.67,2025-10-02,2035-10-02,Active
FD000598,C00047,438539,6.8,24,500208.11,2025-01-05,2027-01-05,Active
FD000599,C06490,556961,6.8,24,635283.08,2026-04-14,2028-04-14,Active
FD000600,C05364,1089847,6.5,12,1160687.05,2025-11-11,2026-11-11,Active
FD000601,C09116,855620,7.2,60,1211308.75,2025-01-13,2030-01-13,Active
FD000602,C00823,384914,7.2,60,544926.13,2025-11-06,2030-11-06,Closed
FD000603,C07550,3074631,6.5,12,3274482.01,2025-06-08,2026-06-08,Matured
FD000604,C00082,1094938,7.4,120,2235796.86,2026-07-29,2036-07-29,Active
FD000605,C08018,697056,6.8,24,795078.8,2024-07-01,2026-07-01,Active
FD000606,C04901,874688,6.8,24,997690.13,2025-08-17,2027-08-17,Closed
FD000607,C07356,1854762,6.8,24,2115586.05,2025-06-27,2027-06-27,Active
FD000608,C01925,2410188,6.8,24,2749118.28,2025-09-07,2027-09-07,Closed
FD000609,C08853,1036892,6.5,12,1104289.98,2025-11-12,2026-11-12,Active
FD000610,C08167,275437,6.8,24,314170.05,2026-03-27,2028-03-27,Closed
FD000611,C04883,812847,6.5,12,865682.05,2025-10-11,2026-10-11,Active
FD000612,C02769,144880,6.8,24,165253.61,2025-12-23,2027-12-23,Active
FD000613,C08063,458221,6.5,12,488005.36,2025-11-17,2026-11-17,Active
FD000614,C09775,860232,6.8,24,981201.26,2024-10-15,2026-10-15,Matured
FD000615,C02880,636616,7.2,60,901262.86,2024-08-29,2029-08-29,Active
FD000616,C03719,1046659,6.5,12,1114691.83,2025-12-17,2026-12-17,Active
FD000617,C08523,832653,7.2,60,1178794.17,2024-05-20,2029-05-20,Active
FD000618,C08663,816732,7.2,60,1156254.67,2024-11-08,2029-11-08,Active
FD000619,C06875,4320829,6.8,24,4928441.26,2023-09-30,2025-09-30,Active
FD000620,C00171,213217,6.5,12,227076.1,2025-06-16,2026-06-16,Active
FD000621,C09454,1043513,6.8,24,1190255.97,2021-05-29,2023-05-29,Active
FD000622,C01368,1131093,6.5,12,1204614.04,2026-05-27,2027-05-27,Closed
FD000623,C07801,2722023,6.5,12,2898954.49,2026-06-03,2027-06-03,Closed
FD000624,C08098,1305079,6.8,24,1488604.43,2025-02-16,2027-02-16,Active
FD000625,C08592,4325791,6.8,24,4934101.03,2024-03-31,2026-03-31,Matured
FD000626,C08987,1307412,6.8,24,1491265.51,2026-02-12,2028-02-12,Active
FD000627,C04564,1439319,7.0,36,1763227.67,2024-03-02,2027-03-02,Closed
FD000628,C09528,1274112,6.5,12,1356929.28,2024-09-25,2025-09-25,Closed
FD000629,C00272,161766,6.8,24,184514.18,2026-06-27,2028-06-27,Active
FD000630,C06254,2476297,6.8,24,2824523.79,2026-02-25,2028-02-25,Matured
FD000631,C09668,1057574,6.5,12,1126316.31,2026-06-14,2027-06-14,Active
FD000632,C01392,1349680,7.2,60,1910753.83,2026-05-09,2031-05-09,Active
FD000633,C01521,557923,5.5,6,573060.53,2023-07-19,2024-01-19,Closed
FD000634,C06232,510935,6.5,12,544145.78,2023-04-06,2024-04-06,Active
FD000635,C06639,928245,6.5,12,988580.92,2025-05-07,2026-05-07,Matured
FD000636,C06088,910623,6.8,24,1038678.45,2024-09-17,2026-09-17,Active
FD000637,C02424,2028056,7.2,60,2871136.69,2025-10-01,2030-10-01,Matured
FD000638,C00901,572453,7.0,36,701279.54,2023-12-11,2026-12-11,Active
FD000639,C09126,1226264,6.5,12,1305971.16,2023-03-02,2024-03-02,Matured
FD000640,C03573,601002,6.5,12,640067.13,2023-09-22,2024-09-22,Closed
FD000641,C06070,1013984,7.3,84,1660462.82,2025-08-18,2032-08-18,Active
FD000642,C06692,792993,7.0,36,971450.52,2024-09-17,2027-09-17,Closed
FD000643,C06724,1477627,7.0,36,1810156.61,2026-02-16,2029-02-16,Matured
FD000644,C07657,1065399,6.5,12,1134649.94,2025-08-29,2026-08-29,Active
FD000645,C02792,2553992,6.5,12,2720001.48,2024-05-19,2025-05-19,Closed
FD000646,C04661,674142,7.2,60,954388.75,2025-04-06,2030-04-06,Matured
FD000647,C07823,1497538,7.0,36,1834548.44,2023-10-01,2026-10-01,Active
FD000648,C06809,781493,6.8,24,891389.67,2023-02-08,2025-02-08,Closed
FD000649,C07685,1563439,6.5,12,1665062.53,2026-01-03,2027-01-03,Active
FD000650,C01502,1189153,6.5,12,1266447.94,2025-12-30,2026-12-30,Closed
FD000651,C01730,773799,7.4,120,1580050.54,2026-05-09,2036-05-09,Matured
FD000652,C06903,354561,5.5,6,364180.92,2022-04-28,2022-10-28,Closed
FD000653,C09726,215736,6.5,12,229758.84,2025-06-24,2026-06-24,Active
FD000654,C03354,2201207,7.0,36,2696573.23,2023-03-04,2026-03-04,Active
FD000655,C06361,1179479,6.5,12,1256145.14,2021-12-25,2022-12-25,Active
FD000656,C00194,1189263,6.5,12,1266565.09,2024-02-13,2025-02-13,Active
FD000657,C06178,1280672,6.5,12,1363915.68,2024-09-21,2025-09-21,Active
FD000658,C05417,1163674,6.5,12,1239312.81,2026-07-20,2027-07-20,Active
FD000659,C04957,260130,6.8,24,296710.52,2026-06-06,2028-06-06,Matured
FD000660,C05208,260857,7.0,36,319561.04,2024-12-02,2027-12-02,Active
FD000661,C08020,2358345,7.4,120,4815597.18,2025-11-03,2035-11-03,Active
FD000662,C01473,734607,7.3,84,1202965.34,2025-10-08,2032-10-08,Closed
FD000663,C05172,1051282,7.0,36,1287865.66,2023-10-08,2026-10-08,Matured
FD000664,C05259,2459586,6.5,12,2619459.09,2026-04-25,2027-04-25,Active
FD000665,C05244,1662133,5.5,6,1707229.87,2023-07-29,2024-01-29,Active
FD000666,C02260,1172295,7.0,36,1436111.78,2025-02-10,2028-02-10,Closed
FD000667,C01404,89110,7.3,84,145923.25,2026-04-17,2033-04-17,Active
FD000668,C09691,418655,7.3,84,685574.0,2023-08-06,2030-08-06,Active
FD000669,C00211,882557,7.2,60,1249443.7,2025-01-24,2030-01-24,Active
FD000670,C04634,657056,7.2,60,930199.95,2025-05-29,2030-05-29,Active
FD000671,C01630,500051,7.3,84,818865.08,2024-06-16,2031-06-16,Active
