Card_ID,Customer_ID,Card_Type,Credit_Limit,Outstanding_Balance,Available_Credit,Card_Status,Issue_Date,Expiry_Date
CC000729,C04136,Gold,337057,89569.6,247487.4,Active,2022-08-08,2027-08-08
CC000730,C00318,Silver,133010,78543.46,54466.54,Active,2025-09-20,2030-09-20
CC000731,C04769,Platinum,1370332,361120.66,1009211.34,Blocked,2023-07-07,2028-07-07
CC000732,C04130,Gold,314266,65614.78,248651.22,Active,2023-11-03,2028-11-03
CC000733,C09265,Platinum,1652518,304915.54,1347602.46,Active,2026-01-08,2031-01-08
CC000734,C09173,Platinum,673869,212818.21,461050.79,Active,2025-12-12,2030-12-12
CC000735,C06828,Platinum,1130543,752170.42,378372.58,Active,2021-07-24,2026-07-24
CC000736,C06637,Gold,188152,24126.89,164025.11,Active,2025-11-09,2030-11-09
CC000737,C08910,Gold,295643,176738.39,118904.61,Blocked,2023-05-29,2028-05-29
CC000738,C04037,Gold,251328,144269.4,107058.6,Active,2023-10-17,2028-10-17
CC000739,C00931,Platinum,232591,178273.47,54317.53,Active,2022-05-23,2027-05-23
CC000740,C07222,Gold,776843,213551.69,563291.31,Active,2024-06-07,2029-06-07
CC000741,C00925,Platinum,346583,64123.84,282459.16,Active,2026-02-21,2031-02-21
CC000742,C06266,Platinum,1266172,242472.78,1023699.22,Active,2022-12-08,2027-12-08
CC000743,C00676,Silver,195228,147651.41,47576.59,Active,2025-07-01,2030-07-01
CC000744,C04565,Gold,278629,32114.81,246514.19,Active,2023-08-26,2028-08-26
CC000745,C03562,Gold,146242,97471.62,48770.38,Active,2025-12-03,2030-12-03
CC000746,C07489,Platinum,547655,101737.52,445917.48,Blocked,2024-01-18,2029-01-18
CC000747,C08027,Gold,654197,441700.59,212496.41,Active,2025-12-07,2030-12-07
CC000748,C06663,Silver,141847,31343.23,110503.77,Active,2026-07-27,2031-07-27
CC000749,C01636,Platinum,1386897,571690.04,815206.96,Active,2025-06-17,2030-06-17
CC000750,C09603,Platinum,457724,253164.8,204559.2,Active,2023-01-27,2028-01-27
CC000751,C05314,Platinum,702300,100207.92,602092.08,Active,2026-02-06,2031-02-06
CC000752,C05619,Gold,409146,224971.7,184174.3,Active,2025-12-20,2030-12-20
CC000753,C04183,Gold,770065,505464.79,264600.21,Expired,2026-02-21,2031-02-21
CC000754,C00467,Platinum,1553112,676813.76,876298.24,Active,2026-02-27,2031-02-27
CC000755,C00071,Silver,178282,80525.57,97756.43,Active,2024-05-21,2029-05-21
CC000756,C00086,Platinum,1468734,760776.96,707957.04,Active,2026-08-05,2031-08-05
CC000757,C06438,Platinum,1389158,195890.53,1193267.47,Expired,2023-09-26,2028-09-26
CC000758,C02100,Gold,444068,347166.1,96901.9,Active,2025-08-20,2030-08-20
CC000759,C09273,Silver,99868,47295.76,52572.24,Active,2025-04-26,2030-04-26
CC000760,C01657,Platinum,430069,216318.03,213750.97,Expired,2026-06-18,2031-06-18
CC000761,C07149,Gold,382150,85322.73,296827.27,Active,2023-08-21,2028-08-21
CC000762,C07012,Platinum,576211,426272.83,149938.17,Active,2024-10-03,2029-10-03
CC000763,C04225,Platinum,1990451,984326.87,1006124.13,Active,2023-10-01,2028-10-01
CC000764,C04066,Silver,159034,76254.77,82779.23,Active,2022-05-12,2027-05-12
CC000765,C08883,Silver,44724,11755.09,32968.91,Active,2026-05-10,2031-05-10
CC000766,C06898,Gold,200716,66680.62,134035.38,Active,2024-06-22,2029-06-22
CC000767,C09761,Platinum,557311,335421.16,221889.84,Active,2025-05-11,2030-05-11
CC000768,C00547,Gold,114826,16269.6,98556.4,Active,2025-05-08,2030-05-08
CC000769,C09687,Platinum,348533,223777.9,124755.1,Active,2025-12-08,2030-12-08
CC000770,C01834,Platinum,952109,344200.3,607908.7,Blocked,2024-09-09,2029-09-09
CC000771,C05040,Gold,305939,102670.91,203268.09,Active,2026-01-28,2031-01-28
CC000772,C07715,Platinum,658089,430580.9,227508.1,Blocked,2025-08-11,2030-08-11
CC000773,C07932,Platinum,382664,227695.81,154968.19,Active,2025-11-13,2030-11-13
CC000774,C01772,Platinum,574158,147137.2,427020.8,Active,2022-11-11,2027-11-11
CC000775,C07966,Gold,521727,320234.2,201492.8,Active,2025-03-24,2030-03-24
CC000776,C03182,Gold,201885,154270.76,47614.24,Blocked,2020-06-11,2025-06-11
CC000777,C05521,Gold,795048,97526.88,697521.12,Active,2023-11-30,2028-11-30
CC000778,C08121,Platinum,2082159,530173.22,1551985.78,Active,2026-02-26,2031-02-26
CC000779,C08045,Platinum,347475,115298.42,232176.58,Active,2025-05-12,2030-05-12
CC000780,C07912,Silver,113759,24744.99,89014.01,Active,2026-01-11,2031-01-11
CC000781,C00025,Silver,197536,120595.76,76940.24,Active,2024-12-08,2029-12-08
CC000782,C06920,Gold,419869,115329.03,304539.97,Active,2026-07-28,2031-07-28
CC000783,C02380,Silver,58320,35242.16,23077.84,Active,2025-11-22,2030-11-22
CC000784,C02384,Gold,640038,498187.2,141850.8,Active,2024-06-10,2029-06-10
CC000785,C03649,Gold,597108,206516.86,390591.14,Active,2022-04-04,2027-04-04
CC000786,C03722,Platinum,436540,93358.25,343181.75,Active,2024-10-30,2029-10-30
CC000787,C07463,Platinum,509234,58080.48,451153.52,Active,2026-03-25,2031-03-25
CC000788,C06196,Gold,558411,122333.13,436077.87,Active,2025-03-30,2030-03-30
CC000789,C00943,Platinum,773619,587396.45,186222.55,Expired,2026-03-22,2031-03-22
CC000790,C01674,Silver,190863,138424.98,52438.02,Active,2024-08-16,2029-08-16
CC000791,C09179,Gold,373012,195876.93,177135.07,Active,2024-12-26,2029-12-26
CC000792,C06383,Platinum,1494355,364451.27,1129903.73,Active,2025-02-08,2030-02-08
CC000793,C00588,Platinum,766362,218938.39,547423.61,Active,2025-09-27,2030-09-27
CC000794,C02789,Platinum,904093,339063.4,565029.6,Active,2023-12-11,2028-12-11
CC000795,C06052,Gold,257152,90666.72,166485.28,Active,2026-03-19,2031-03-19
CC000796,C04816,Platinum,2188357,1176381.21,1011975.79,Active,2020-09-15,2025-09-15
CC000797,C00578,Gold,417005,91567.01,325437.99,Active,2025-01-27,2030-01-27
CC000798,C01573,Platinum,1042239,329188.46,713050.54,Active,2026-02-28,2031-02-28
CC000799,C05786,Gold,477877,78274.25,399602.75,Active,2022-12-07,2027-12-07
CC000800,C00374,Gold,599974,215139.38,384834.62,Active,2026-05-30,2031-05-30
CC000801,C09279,Platinum,1775297,504859.97,1270437.03,Active,2024-08-11,2029-08-11
CC000802,C09923,Gold,358471,224605.24,133865.76,Active,2024-05-14,2029-05-14
CC000803,C02163,Gold,560491,373133.49,187357.51,Active,2023-11-22,2028-11-22
CC000804,C02176,Platinum,1277128,622627.15,654500.85,Active,2025-11-23,2030-11-23
CC000805,C01434,Platinum,1677935,1301975.87,375959.13,Active,2026-06-11,2031-06-11
CC000806,C04114,Platinum,447088,193760.61,253327.39,Active,2025-10-06,2030-10-06
CC000807,C06797,Platinum,236415,106734.52,129680.48,Active,2025-07-07,2030-07-07
CC000808,C04352,Platinum,2220893,1749904.52,470988.48,Active,2024-04-30,2029-04-30
CC000809,C02067,Platinum,670852,148268.54,522583.46,Expired,2026-03-22,2031-03-22
CC000810,C07561,Gold,80521,15164.54,65356.46,Active,2023-11-15,2028-11-15
CC000811,C03822,Platinum,656542,158452.14,498089.86,Active,2025-03-10,2030-03-10
CC000812,C01613,Gold,470413,152331.32,318081.68,Active,2023-12-15,2028-12-15
CC000813,C03616,Platinum,291254,108250.2,183003.8,Active,2026-04-06,2031-04-06
CC000814,C08363,Gold,489617,227075.42,262541.58,Active,2026-07-27,2031-07-27
CC000815,C00100,Gold,747945,484055.02,263889.98,Active,2026-05-09,2031-05-09
CC000816,C02136,Gold,794116,406233.13,387882.87,Active,2026-05-03,2031-05-03
CC000817,C00802,Platinum,310766,153480.69,157285.31,Active,2022-06-17,2027-06-17
CC000818,C09853,Gold,761652,545415.23,216236.77,Active,2022-03-12,2027-03-12
CC000819,C06218,Silver,157293,78711.98,78581.02,Active,2026-02-26,2031-02-26
CC000820,C09095,Gold,622548,124943.43,497604.57,Active,2026-06-25,2031-06-25
CC000821,C09393,Platinum,240666,90744.3,149921.7,Active,2022-02-18,2027-02-18
CC000822,C01996,Platinum,903370,561918.61,341451.39,Active,2026-05-16,2031-05-16
CC000823,C08641,Platinum,221215,74440.23,146774.77,Active,2026-07-23,2031-07-23
CC000824,C03451,Gold,715500,501396.89,214103.11,Active,2023-05-01,2028-05-01
CC000825,C05257,Gold,89757,17419.13,72337.87,Expired,2026-05-14,2031-05-14
CC000826,C05718,Platinum,1472909,425072.68,1047836.32,Active,2022-02-02,2027-02-02
CC000827,C08218,Platinum,397064,162479.23,234584.77,Active,2021-07-05,2026-07-05
CC000828,C04563,Gold,707993,447200.46,260792.54,Active,2023-09-06,2028-09-06
CC000829,C02776,Gold,165074,107965.54,57108.46,Active,2026-05-13,2031-05-13
CC000830,C01327,Platinum,622979,121452.79,501526.21,Active,2024-05-19,2029-05-19
CC000831,C09696,Gold,37588,8330.11,29257.89,Active,2024-08-18,2029-08-18
CC000832,C03410,Silver,45106,12388.06,32717.94,Active,2019-09-21,2024-09-21
CC000833,C01719,Platinum,2277724,545234.38,1732489.62,Active,2026-08-04,2031-08-04
CC000834,C07704,Gold,616224,335710.74,280513.26,Active,2025-07-12,2030-07-12
CC000835,C06374,Gold,590559,261116.09,329442.91,Active,2022-03-27,2027-03-27
CC000836,C00145,Platinum,1795271,917053.46,878217.54,Active,2024-07-20,2029-07-20
CC000837,C07170,Gold,471224,294172.32,177051.68,Active,2026-07-22,2031-07-22
CC000838,C07581,Platinum,1610686,217049.17,1393636.83,Active,2025-07-09,2030-07-09
CC000839,C04956,Platinum,424729,297300.88,127428.12,Active,2025-11-07,2030-11-07
CC000840,C05234,Platinum,482154,268131.21,214022.79,Active,2026-06-22,2031-06-22
CC000841,C05085,Platinum,209330,90402.94,118927.06,Active,2025-12-30,2030-12-30
CC000842,C07093,Silver,32218,8268.4,23949.6,Active,2025-12-19,2030-12-19
CC000843,C03038,Platinum,488755,193871.88,294883.12,Active,2026-03-25,2031-03-25
CC000844,C05148,Gold,464239,117334.71,346904.29,Active,2025-08-20,2030-08-20
CC000845,C06194,Silver,193474,73134.48,120339.52,Active,2026-03-07,2031-03-07
CC000846,C08869,Silver,128102,63156.85,64945.15,Active,2026-03-14,2031-03-14
CC000847,C02501,Gold,313355,137004.1,176350.9,Active,2026-03-23,2031-03-23
CC000848,C06314,Gold,540930,380297.66,160632.34,Active,2024-04-07,2029-04-07
CC000849,C08606,Platinum,513305,119010.82,394294.18,Active,2022-02-26,2027-02-26
CC000850,C04243,Platinum,919065,610076.15,308988.85,Active,2025-07-30,2030-07-30
CC000851,C04044,Platinum,535109,308505.87,226603.13,Active,2024-05-04,2029-05-04
CC000852,C07024,Platinum,509963,143604.76,366358.24,Active,2024-09-29,2029-09-29
CC000853,C09819,Gold,237034,120440.91,116593.09,Expired,2025-01-03,2030-01-03
CC000854,C02157,Platinum,559836,340707.74,219128.26,Active,2022-06-02,2027-06-02
CC000855,C03082,Gold,698844,513348.83,185495.17,Active,2025-11-27,2030-11-27
CC000856,C07888,Platinum,1156487,796180.11,360306.89,Active,2026-07-14,2031-07-14
CC000857,C06628,Gold,302344,129870.84,172473.16,Active,2026-07-17,2031-07-17
CC000858,C01648,Platinum,786187,498476.17,287710.83,Active,2025-10-06,2030-10-06
CC000859,C05034,Platinum,551936,308037.83,243898.17,Active,2024-12-29,2029-12-29
CC000860,C06304,Gold,522002,205841.47,316160.53,Active,2023-05-09,2028-05-09
CC000861,C01270,Gold,508334,215855.11,292478.89,Active,2025-12-20,2030-12-20
CC000862,C09785,Gold,274675,118262.36,156412.64,Active,2025-06-23,2030-06-23
CC000863,C04972,Gold,600209,282630.59,317578.41,Active,2026-04-14,2031-04-14
CC000864,C02253,Platinum,358102,70243.74,287858.26,Active,2023-09-27,2028-09-27
CC000865,C08360,Silver,179265,129965.62,49299.38,Expired,2025-04-20,2030-04-20
CC000866,C08968,Gold,389117,251081.18,138035.82,Active,2024-11-28,2029-11-28
CC000867,C03110,Platinum,385413,123097.0,262316.0,Active,2026-04-30,2031-04-30
CC000868,C09572,Gold,419553,265507.95,154045.05,Active,2025-05-04,2030-05-04
CC000869,C05653,Platinum,713358,463431.34,249926.66,Active,2024-05-17,2029-05-17
CC000870,C04020,Silver,143694,78089.25,65604.75,Active,2026-02-22,2031-02-22
CC000871,C06370,Platinum,601936,62160.97,539775.03,Active,2024-03-11,2029-03-11
CC000872,C01308,Platinum,829521,600908.72,228612.28,Active,2020-09-20,2025-09-20
CC000873,C08082,Gold,218786,125522.71,93263.29,Active,2023-05-03,2028-05-03
CC000874,C00774,Platinum,2254426,1609411.26,645014.74,Active,2025-04-12,2030-04-12
CC000875,C06465,Gold,727786,372677.0,355109.0,Active,2024-08-11,2029-08-11
CC000876,C06936,Platinum,512687,391654.09,121032.91,Active,2025-09-19,2030-09-19
CC000877,C08982,Gold,749577,252221.12,497355.88,Active,2025-04-24,2030-04-24
CC000878,C00975,Platinum,559381,445992.93,113388.07,Active,2022-07-13,2027-07-13
CC000879,C02746,Gold,73223,55917.41,17305.59,Active,2021-06-25,2026-06-25
CC000880,C08035,Gold,439513,112965.81,326547.19,Expired,2021-03-20,2026-03-20
CC000881,C09210,Gold,222977,114339.26,108637.74,Active,2025-03-31,2030-03-31
CC000882,C05023,Gold,239178,86734.24,152443.76,Active,2026-03-13,2031-03-13
CC000883,C00065,Platinum,250947,129425.12,121521.88,Active,2025-04-18,2030-04-18
CC000884,C09902,Gold,220700,29521.83,191178.17,Active,2025-10-11,2030-10-11
CC000885,C00921,Silver,62399,30144.81,32254.19,Active,2026-04-18,2031-04-18
CC000886,C00303,Gold,209756,65188.29,144567.71,Active,2025-11-08,2030-11-08
CC000887,C02308,Platinum,483091,258916.7,224174.3,Active,2025-05-11,2030-05-11
CC000888,C00219,Platinum,1020021,467281.16,552739.84,Active,2024-05-15,2029-05-15
CC000889,C08638,Gold,311425,139648.37,171776.63,Active,2022-06-09,2027-06-09
CC000890,C00022,Platinum,1897116,1481996.3,415119.7,Active,2023-05-23,2028-05-23
CC000891,C04911,Platinum,1136327,144977.14,991349.86,Active,2021-11-29,2026-11-29
CC000892,C05231,Platinum,1808025,599220.22,1208804.78,Active,2023-12-04,2028-12-04
CC000893,C03867,Platinum,315795,216213.0,99582.0,Active,2024-11-02,2029-11-02
CC000894,C01212,Platinum,988917,638512.41,350404.59,Active,2024-06-22,2029-06-22
CC000895,C06630,Platinum,1336644,736538.63,600105.37,Active,2022-11-07,2027-11-07
CC000896,C04701,Platinum,476955,202703.08,274251.92,Active,2020-11-23,2025-11-23
CC000897,C03400,Gold,241360,168125.12,73234.88,Active,2025-12-29,2030-12-29
CC000898,C08708,Platinum,646688,398992.36,247695.64,Active,2023-12-16,2028-12-16
CC000899,C08522,Platinum,896236,95691.68,800544.32,Active,2020-10-13,2025-10-13
CC000900,C02795,Platinum,544625,190765.35,353859.65,Active,2022-11-24,2027-11-24
CC000901,C01912,Platinum,297466,107336.3,190129.7,Active,2022-05-04,2027-05-04
CC000902,C03065,Platinum,1639385,1268256.03,371128.97,Active,2025-08-03,2030-08-03
CC000903,C00634,Gold,701476,462924.61,238551.39,Active,2025-10-19,2030-10-19
CC000904,C00389,Platinum,318548,61402.71,257145.29,Active,2023-04-28,2028-04-28
CC000905,C02703,Platinum,1134276,195775.1,938500.9,Active,2025-07-04,2030-07-04
CC000906,C04399,Platinum,1993160,1145818.24,847341.76,Active,2023-04-14,2028-04-14
CC000907,C01752,Silver,124004,65468.02,58535.98,Active,2025-06-08,2030-06-08
CC000908,C06575,Platinum,337002,147659.37,189342.63,Active,2026-05-13,2031-05-13
CC000909,C07009,Platinum,662094,87516.0,574578.0,Active,2020-04-22,2025-04-22
CC000910,C03430,Silver,167577,106791.81,60785.19,Active,2024-05-24,2029-05-24
CC000911,C08571,Platinum,2204765,1568029.96,636735.04,Active,2026-03-23,2031-03-23
CC000912,C08914,Platinum,299868,120844.87,179023.13,Active,2022-10-09,2027-10-09
CC000913,C01352,Gold,603572,123163.77,480408.23,Active,2026-01-22,2031-01-22
CC000914,C09845,Platinum,257216,27818.27,229397.73,Active,2025-04-04,2030-04-04
CC000915,C05624,Gold,692085,481905.57,210179.43,Active,2026-03-30,2031-03-30
CC000916,C05345,Silver,158882,51548.26,107333.74,Active,2024-06-28,2029-06-28
CC000917,C03399,Silver,162888,41682.15,121205.85,Active,2020-05-08,2025-05-08
CC000918,C01801,Gold,446415,69275.31,377139.69,Active,2019-09-16,2024-09-16
CC000919,C09676,Gold,292295,204493.22,87801.78,Active,2024-01-25,2029-01-25
CC000920,C07746,Gold,721533,448553.45,272979.55,Active,2024-05-07,2029-05-07
CC000921,C04288,Gold,237572,116408.31,121163.69,Active,2026-07-31,2031-07-31
CC000922,C08447,Platinum,2067106,1600394.55,466711.45,Active,2020-10-18,2025-10-18
CC000923,C07536,Platinum,789648,193302.57,596345.43,Active,2024-11-28,2029-11-28
CC000924,C07410,Platinum,580992,393748.56,187243.44,Active,2025-10-14,2030-10-14
CC000925,C09446,Platinum,548098,269722.09,278375.91,Active,2020-04-03,2025-04-03
CC000926,C07615,Gold,580941,349226.55,231714.45,Active,2023-07-03,2028-07-03
CC000927,C01310,Platinum,432518,43916.95,388601.05,Active,2026-05-18,2031-05-18
CC000928,C07077,Silver,106541,51500.15,55040.85,Active,2024-03-27,2029-03-27
CC000929,C09213,Gold,372129,165484.09,206644.91,Active,2020-06-02,2025-06-02
CC000930,C01481,Platinum,629088,110010.54,519077.46,Active,2025-01-13,2030-01-13
CC000931,C01759,Platinum,1623963,407472.86,1216490.14,Active,2026-04-17,2031-04-17
CC000932,C01326,Platinum,1508698,264679.98,1244018.02,Active,2023-09-08,2028-09-08
CC000933,C09610,Gold,184353,34336.38,150016.62,Active,2021-10-20,2026-10-20
CC000934,C05417,Gold,728689,141544.35,587144.65,Active,2026-07-14,2031-07-14
CC000935,C01260,Gold,250931,122268.25,128662.75,Active,2023-12-14,2028-12-14
CC000936,C02619,Gold,733025,474089.09,258935.91,Active,2025-02-26,2030-02-26
CC000937,C08179,Platinum,382085,233586.24,148498.76,Active,2025-08-24,2030-08-24
CC000938,C03201,Gold,537477,243411.02,294065.98,Active,2026-05-31,2031-05-31
CC000939,C09574,Platinum,460297,134184.45,326112.55,Blocked,2024-04-24,2029-04-24
CC000940,C03428,Platinum,674843,447662.36,227180.64,Active,2023-10-04,2028-10-04
CC000941,C05068,Platinum,737179,227964.64,509214.36,Active,2026-01-04,2031-01-04
CC000942,C06784,Platinum,780472,423646.68,356825.32,Active,2026-05-09,2031-05-09
CC000943,C08039,Platinum,1409389,818330.59,591058.41,Active,2026-03-30,2031-03-30
CC000944,C04271,Gold,386450,174955.73,211494.27,Active,2025-10-13,2030-10-13
CC000945,C08229,Platinum,1042022,659123.22,382898.78,Active,2024-05-06,2029-05-06
CC000946,C03740,Silver,139439,79754.99,59684.01,Active,2024-06-02,2029-06-02
CC000947,C03750,Gold,642904,428054.06,214849.94,Active,2025-09-23,2030-09-23
CC000948,C00533,Silver,68096,9339.06,58756.94,Active,2024-11-11,2029-11-11
CC000949,C04614,Gold,368752,290750.88,78001.12,Active,2021-05-04,2026-05-04
CC000950,C05945,Gold,265046,154632.18,110413.82,Active,2025-06-19,2030-06-19
CC000951,C09665,Platinum,233875,82108.3,151766.7,Active,2026-01-24,2031-01-24
CC000952,C08924,Silver,177294,125061.24,52232.76,Active,2020-07-09,2025-07-09
CC000953,C06003,Platinum,1298273,594148.94,704124.06,Active,2025-03-28,2030-03-28
CC000954,C02775,Platinum,249261,186581.67,62679.33,Active,2021-12-28,2026-12-28
CC000955,C07553,Platinum,527841,409648.56,118192.44,Active,2022-09-03,2027-09-03
CC000956,C06624,Gold,83238,44481.82,38756.18,Active,2026-01-11,2031-01-11
CC000957,C06773,Platinum,436504,322157.61,114346.39,Active,2024-12-29,2029-12-29
CC000958,C06353,Platinum,773167,476978.34,296188.66,Active,2026-03-29,2031-03-29
CC000959,C04576,Platinum,402897,123256.03,279640.97,Active,2024-08-13,2029-08-13
CC000960,C05344,Platinum,396059,306443.79,89615.21,Active,2024-12-31,2029-12-31
CC000961,C09526,Gold,242608,97032.4,145575.6,Active,2021-06-19,2026-06-19
CC000962,C09984,Silver,183088,126735.33,56352.67,Active,2021-04-04,2026-04-04
CC000963,C07976,Gold,362325,46362.53,315962.47,Active,2025-01-31,2030-01-31
CC000964,C09604,Gold,515783,228690.79,287092.21,Active,2026-05-22,2031-05-22
CC000965,C01233,Gold,533299,249464.76,283834.24,Blocked,2022-11-24,2027-11-24
CC000966,C03142,Gold,729678,154370.2,575307.8,Active,2026-01-25,2031-01-25
CC000967,C05590,Gold,566375,144334.24,422040.76,Active,2022-06-20,2027-06-20
CC000968,C00599,Gold,578323,176678.86,401644.14,Blocked,2024-05-21,2029-05-21
CC000969,C03504,Platinum,697923,556692.53,141230.47,Active,2022-06-21,2027-06-21
CC000970,C00242,Platinum,209231,37725.47,171505.53,Active,2026-03-29,2031-03-29
CC000971,C01593,Gold,455671,351426.13,104244.87,Active,2025-11-02,2030-11-02
CC000972,C01762,Gold,318881,118022.05,200858.95,Active,2024-07-14,2029-07-14
CC000973,C08701,Silver,165493,111786.61,53706.39,Active,2023-11-30,2028-11-30
CC000974,C05291,Platinum,667200,294077.27,373122.73,Active,2023-09-21,2028-09-21
CC000975,C02144,Platinum,535872,246354.45,289517.55,Blocked,2023-12-30,2028-12-30
CC000976,C07278,Platinum,2421766,1154171.01,1267594.99,Active,2021-06-05,2026-06-05
CC000977,C04680,Silver,195023,125108.73,69914.27,Active,2025-02-22,2030-02-22
CC000978,C02043,Gold,308975,75360.76,233614.24,Active,2026-04-15,2031-04-15
CC000979,C04541,Platinum,2354776,1513284.36,841491.64,Active,2025-09-30,2030-09-30
CC000980,C03299,Platinum,361223,42128.38,319094.62,Active,2021-05-26,2026-05-26
CC000981,C06156,Gold,276806,38195.81,238610.19,Active,2025-01-22,2030-01-22
CC000982,C06467,Gold,438703,323627.08,115075.92,Active,2025-01-26,2030-01-26
CC000983,C08177,Gold,624094,251583.23,372510.77,Active,2022-07-10,2027-07-10
CC000984,C07741,Platinum,1921628,200097.68,1721530.32,Active,2026-06-03,2031-06-03
CC000985,C06371,Gold,247727,146311.88,101415.12,Active,2025-02-12,2030-02-12
CC000986,C02496,Platinum,311291,94285.57,217005.43,Active,2026-01-22,2031-01-22
CC000987,C08050,Platinum,495192,314789.58,180402.42,Active,2026-04-22,2031-04-22
CC000988,C02822,Silver,38079,16442.18,21636.82,Active,2025-03-15,2030-03-15
CC000989,C03608,Gold,609985,401211.11,208773.89,Active,2025-07-12,2030-07-12
CC000990,C06246,Gold,351074,108355.32,242718.68,Active,2022-01-21,2027-01-21
CC000991,C03185,Platinum,591255,455369.32,135885.68,Active,2024-07-10,2029-07-10
CC000992,C00893,Platinum,348241,64864.97,283376.03,Active,2025-04-21,2030-04-21
CC000993,C00435,Platinum,1926489,931010.13,995478.87,Active,2023-02-04,2028-02-04
CC000994,C00838,Gold,560554,139138.39,421415.61,Active,2025-12-30,2030-12-30
CC000995,C05256,Platinum,349375,74300.9,275074.1,Active,2026-07-01,2031-07-01
CC000996,C00062,Platinum,403765,72772.9,330992.1,Active,2023-03-11,2028-03-11
CC000997,C03166,Gold,257030,178885.53,78144.47,Active,2022-09-10,2027-09-10
CC000998,C00803,Platinum,1767343,974286.99,793056.01,Active,2022-06-10,2027-06-10
CC000999,C08903,Platinum,462865,78104.62,384760.38,Active,2020-04-01,2025-04-01
CC001000,C08896,Silver,116730,40855.13,75874.87,Active,2022-06-23,2027-06-23
CC001001,C00215,Gold,498987,266289.92,232697.08,Active,2025-01-27,2030-01-27
CC001002,C09257,Gold,672536,221830.79,450705.21,Active,2025-11-18,2030-11-18
CC001003,C05283,Platinum,359797,178418.44,181378.56,Active,2021-09-21,2026-09-21
CC001004,C03030,Gold,649112,141537.35,507574.65,Active,2022-11-02,2027-11-02
CC001005,C02696,Platinum,2293589,1417142.93,876446.07,Active,2026-04-01,2031-04-01
CC001006,C00989,Gold,65207,37540.07,27666.93,Active,2024-02-27,2029-02-27
CC001007,C02870,Gold,666991,234193.29,432797.71,Active,2026-04-29,2031-04-29
CC001008,C06923,Platinum,1168616,644942.95,523673.05,Active,2022-03-05,2027-03-05
CC001009,C04139,Platinum,1093604,791668.6,301935.4,Active,2026-01-09,2031-01-09
CC001010,C07776,Platinum,280176,170682.59,109493.41,Active,2025-02-04,2030-02-04
CC001011,C03859,Platinum,232709,155647.34,77061.66,Active,2024-12-21,2029-12-21
CC001012,C07530,Platinum,423095,310726.26,112368.74,Active,2025-03-01,2030-03-01
CC001013,C04330,Gold,765892,329695.65,436196.35,Active,2026-04-29,2031-04-29
CC001014,C06072,Gold,434153,314329.5,119823.5,Active,2025-06-16,2030-06-16
CC001015,C00116,Gold,65096,27684.73,37411.27,Active,2024-11-11,2029-11-11
CC001016,C07383,Silver,161640,17362.43,144277.57,Active,2026-03-20,2031-03-20
CC001017,C01280,Platinum,373899,235572.91,138326.09,Active,2019-05-07,2024-05-07
CC001018,C05814,Gold,793868,606593.18,187274.82,Active,2026-01-26,2031-01-26
CC001019,C07337,Platinum,2343335,1435065.69,908269.31,Active,2025-11-20,2030-11-20
CC001020,C02167,Gold,711329,186528.2,524800.8,Active,2021-08-12,2026-08-12
CC001021,C03175,Silver,84204,38946.01,45257.99,Active,2025-11-08,2030-11-08
CC001022,C02551,Gold,676728,485272.44,191455.56,Active,2021-03-11,2026-03-11
CC001023,C00659,Silver,57059,33814.04,23244.96,Active,2025-08-20,2030-08-20
CC001024,C03953,Platinum,476106,240453.53,235652.47,Active,2023-01-20,2028-01-20
CC001025,C01252,Silver,129226,45966.69,83259.31,Active,2024-05-12,2029-05-12
CC001026,C04463,Platinum,741760,204807.71,536952.29,Expired,2026-05-26,2031-05-26
CC001027,C04538,Platinum,1651112,572983.09,1078128.91,Active,2026-04-24,2031-04-24
CC001028,C01575,Silver,156382,112754.61,43627.39,Active,2025-07-18,2030-07-18
CC001029,C00132,Platinum,1722534,371936.56,1350597.44,Active,2025-12-19,2030-12-19
CC001030,C08020,Platinum,1243583,255143.79,988439.21,Active,2025-12-20,2030-12-20
CC001031,C01281,Silver,61019,34340.07,26678.93,Active,2026-03-28,2031-03-28
CC001032,C00161,Gold,318844,139354.49,179489.51,Active,2025-08-24,2030-08-24
CC001033,C05559,Gold,369078,204130.2,164947.8,Active,2026-03-01,2031-03-01
CC001034,C07181,Gold,334097,167529.79,166567.21,Active,2026-03-27,2031-03-27
CC001035,C05575,Platinum,241094,174445.58,66648.42,Active,2026-05-17,2031-05-17
CC001036,C02045,Platinum,1177566,543621.56,633944.44,Active,2025-07-22,2030-07-22
CC001037,C04366,Gold,197148,22284.43,174863.57,Active,2025-04-28,2030-04-28
CC001038,C03073,Platinum,497223,379419.79,117803.21,Active,2022-12-02,2027-12-02
CC001039,C03316,Silver,153578,108596.8,44981.2,Active,2026-06-24,2031-06-24
CC001040,C07241,Gold,187506,37482.17,150023.83,Active,2026-03-05,2031-03-05
CC001041,C06813,Platinum,735617,209771.85,525845.15,Active,2024-07-10,2029-07-10
CC001042,C03219,Gold,675497,349619.25,325877.75,Active,2024-12-07,2029-12-07
CC001043,C06245,Gold,338635,59599.45,279035.55,Active,2022-01-09,2027-01-09
CC001044,C00876,Platinum,1857718,1075725.51,781992.49,Active,2024-05-02,2029-05-02
CC001045,C06761,Silver,76510,33137.13,43372.87,Active,2023-08-27,2028-08-27
